sale_id,sale_date,year_number,month_number,day_number,day_of_week,customer_code,customer_name,product_code,product_name,category_name,zone_name,salesman_name,warehouse_name,quantity,unit_price,discount_percentage,total_sales
SALE-01441,2025-01-04,2025,1,4,6,CUST-006,Cliente 6,PROD-030,Producto Electrodomésticos 6,Electrodomésticos,Guayaquil,Vendedor 1,Bodega Sur,24,110.13,5,2510.96
SALE-01660,2025-01-04,2025,1,4,6,CUST-019,Cliente 19,PROD-006,Producto Alimentos 6,Alimentos,Manta,Vendedor 4,Bodega Norte,19,6.1,5,110.1
SALE-02447,2025-01-04,2025,1,4,6,CUST-012,Cliente 12,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,9,3.26,0,29.34
SALE-02751,2025-01-04,2025,1,4,6,CUST-049,Cliente 49,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 4,Bodega Norte,1,8.63,15,7.34
SALE-02968,2025-01-04,2025,1,4,6,CUST-013,Cliente 13,PROD-019,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Sur,5,9.43,0,47.15
SALE-00707,2025-01-05,2025,1,5,7,CUST-005,Cliente 5,PROD-006,Producto Alimentos 6,Alimentos,Manta,Vendedor 3,Bodega Norte,7,6.1,0,42.7
SALE-01126,2025-01-05,2025,1,5,7,CUST-006,Cliente 6,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 7,Bodega Norte,18,8.63,5,147.57
SALE-01294,2025-01-05,2025,1,5,7,CUST-025,Cliente 25,PROD-026,Producto Electrodomésticos 2,Electrodomésticos,Guayaquil,Vendedor 6,Bodega Sur,13,170.83,15,1887.67
SALE-01346,2025-01-05,2025,1,5,7,CUST-048,Cliente 48,PROD-026,Producto Electrodomésticos 2,Electrodomésticos,Ambato,Vendedor 3,Bodega Principal,5,170.83,15,726.03
SALE-01530,2025-01-05,2025,1,5,7,CUST-008,Cliente 8,PROD-005,Producto Alimentos 5,Alimentos,Manta,Vendedor 5,Bodega Sur,7,7.1,0,49.7
SALE-01579,2025-01-05,2025,1,5,7,CUST-027,Cliente 27,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 6,Bodega Sur,14,3.4,0,47.6
SALE-02064,2025-01-05,2025,1,5,7,CUST-006,Cliente 6,PROD-017,Producto Limpieza 5,Limpieza,Cuenca,Vendedor 5,Bodega Principal,29,8.63,20,200.22
SALE-02084,2025-01-05,2025,1,5,7,CUST-043,Cliente 43,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 3,Bodega Principal,6,2.52,0,15.12
SALE-02395,2025-01-05,2025,1,5,7,CUST-006,Cliente 6,PROD-006,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 8,Bodega Norte,1,6.1,5,5.79
SALE-02886,2025-01-05,2025,1,5,7,CUST-045,Cliente 45,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Principal,5,3.4,5,16.15
SALE-00215,2025-01-06,2025,1,6,1,CUST-016,Cliente 16,PROD-002,Producto Alimentos 2,Alimentos,Quito,Vendedor 2,Bodega Principal,3,3.4,0,10.2
SALE-00422,2025-01-06,2025,1,6,1,CUST-007,Cliente 7,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,14,6.1,10,76.86
SALE-00528,2025-01-06,2025,1,6,1,CUST-043,Cliente 43,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,5,6.1,5,28.97
SALE-00966,2025-01-06,2025,1,6,1,CUST-001,Cliente 1,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,3,103.17,0,309.51
SALE-01447,2025-01-06,2025,1,6,1,CUST-004,Cliente 4,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 7,Bodega Sur,11,7.1,0,78.1
SALE-01733,2025-01-06,2025,1,6,1,CUST-042,Cliente 42,PROD-013,Producto Limpieza 1,Limpieza,Guayaquil,Vendedor 2,Bodega Principal,16,11.97,10,172.37
SALE-01958,2025-01-06,2025,1,6,1,CUST-040,Cliente 40,PROD-018,Producto Limpieza 6,Limpieza,Quito,Vendedor 5,Bodega Sur,6,6.22,5,35.45
SALE-02031,2025-01-06,2025,1,6,1,CUST-042,Cliente 42,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,15,2.45,5,34.91
SALE-02080,2025-01-06,2025,1,6,1,CUST-047,Cliente 47,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Principal,8,6.1,0,48.8
SALE-02138,2025-01-06,2025,1,6,1,CUST-001,Cliente 1,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Ambato,Vendedor 5,Bodega Sur,5,11.28,0,56.4
SALE-02262,2025-01-06,2025,1,6,1,CUST-018,Cliente 18,PROD-003,Producto Alimentos 3,Alimentos,Quito,Vendedor 1,Bodega Principal,3,4.94,10,13.34
SALE-02585,2025-01-06,2025,1,6,1,CUST-039,Cliente 39,PROD-009,Producto Bebidas 3,Bebidas,Quito,Vendedor 3,Bodega Principal,13,1.05,0,13.65
SALE-02958,2025-01-06,2025,1,6,1,CUST-012,Cliente 12,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,18,6.1,10,98.82
SALE-00739,2025-01-07,2025,1,7,2,CUST-038,Cliente 38,PROD-001,Producto Alimentos 1,Alimentos,Quito,Vendedor 3,Bodega Norte,5,3.26,20,13.04
SALE-00946,2025-01-07,2025,1,7,2,CUST-020,Cliente 20,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 2,Bodega Norte,1,11.28,5,10.72
SALE-01032,2025-01-07,2025,1,7,2,CUST-050,Cliente 50,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 1,Bodega Sur,17,7.1,20,96.56
SALE-01115,2025-01-07,2025,1,7,2,CUST-031,Cliente 31,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,5,1.17,10,5.26
SALE-01178,2025-01-07,2025,1,7,2,CUST-048,Cliente 48,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,6,2.66,5,15.16
SALE-02480,2025-01-07,2025,1,7,2,CUST-044,Cliente 44,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,3,17.06,0,51.18
SALE-02610,2025-01-07,2025,1,7,2,CUST-016,Cliente 16,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Sur,17,6.1,0,103.7
SALE-02836,2025-01-07,2025,1,7,2,CUST-011,Cliente 11,PROD-006,Producto Alimentos 6,Alimentos,Manta,Vendedor 3,Bodega Sur,9,6.1,15,46.66
SALE-01276,2025-01-08,2025,1,8,3,CUST-030,Cliente 30,PROD-005,Producto Alimentos 5,Alimentos,Cuenca,Vendedor 7,Bodega Principal,20,7.1,15,120.7
SALE-02648,2025-01-08,2025,1,8,3,CUST-015,Cliente 15,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 5,Bodega Principal,8,2.52,0,20.16
SALE-02704,2025-01-08,2025,1,8,3,CUST-009,Cliente 9,PROD-005,Producto Alimentos 5,Alimentos,Ambato,Vendedor 6,Bodega Norte,13,7.1,20,73.84
SALE-00161,2025-01-09,2025,1,9,4,CUST-027,Cliente 27,PROD-004,Producto Alimentos 4,Alimentos,Cuenca,Vendedor 5,Bodega Sur,4,2.66,0,10.64
SALE-00395,2025-01-09,2025,1,9,4,CUST-044,Cliente 44,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 3,Bodega Norte,6,2.52,5,14.36
SALE-00691,2025-01-09,2025,1,9,4,CUST-007,Cliente 7,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Quito,Vendedor 2,Bodega Principal,1,6.79,0,6.79
SALE-01685,2025-01-09,2025,1,9,4,CUST-015,Cliente 15,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 5,Bodega Principal,2,7.1,0,14.2
SALE-01737,2025-01-09,2025,1,9,4,CUST-040,Cliente 40,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,13,3.4,20,35.36
SALE-02241,2025-01-09,2025,1,9,4,CUST-014,Cliente 14,PROD-002,Producto Alimentos 2,Alimentos,Quito,Vendedor 1,Bodega Norte,7,3.4,0,23.8
SALE-00327,2025-01-10,2025,1,10,5,CUST-047,Cliente 47,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 1,Bodega Sur,10,1.39,5,13.2
SALE-00430,2025-01-10,2025,1,10,5,CUST-011,Cliente 11,PROD-007,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 7,Bodega Sur,6,1.39,5,7.92
SALE-00737,2025-01-10,2025,1,10,5,CUST-023,Cliente 23,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 5,Bodega Principal,21,6.1,0,128.1
SALE-01145,2025-01-10,2025,1,10,5,CUST-037,Cliente 37,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,16,2.66,10,38.3
SALE-02126,2025-01-10,2025,1,10,5,CUST-017,Cliente 17,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 2,Bodega Principal,23,6.1,15,119.25
SALE-02772,2025-01-10,2025,1,10,5,CUST-005,Cliente 5,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Sur,3,10.36,15,26.42
SALE-00936,2025-01-11,2025,1,11,6,CUST-006,Cliente 6,PROD-001,Producto Alimentos 1,Alimentos,Manta,Vendedor 1,Bodega Sur,15,3.26,0,48.9
SALE-01177,2025-01-11,2025,1,11,6,CUST-040,Cliente 40,PROD-026,Producto Electrodomésticos 2,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Sur,11,170.83,0,1879.13
SALE-01462,2025-01-11,2025,1,11,6,CUST-010,Cliente 10,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,4,1.39,20,4.45
SALE-02539,2025-01-11,2025,1,11,6,CUST-026,Cliente 26,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 1,Bodega Norte,16,17.06,0,272.96
SALE-00224,2025-01-12,2025,1,12,7,CUST-009,Cliente 9,PROD-008,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,4,2.52,20,8.06
SALE-00728,2025-01-12,2025,1,12,7,CUST-034,Cliente 34,PROD-030,Producto Electrodomésticos 6,Electrodomésticos,Quito,Vendedor 8,Bodega Principal,20,110.13,0,2202.6
SALE-01639,2025-01-12,2025,1,12,7,CUST-027,Cliente 27,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Sur,9,103.17,0,928.53
SALE-01871,2025-01-12,2025,1,12,7,CUST-017,Cliente 17,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 3,Bodega Norte,28,8.91,0,249.48
SALE-02024,2025-01-12,2025,1,12,7,CUST-020,Cliente 20,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 8,Bodega Norte,26,6.1,0,158.6
SALE-02141,2025-01-12,2025,1,12,7,CUST-028,Cliente 28,PROD-007,Producto Bebidas 1,Bebidas,Manta,Vendedor 6,Bodega Principal,1,1.39,15,1.18
SALE-02375,2025-01-12,2025,1,12,7,CUST-012,Cliente 12,PROD-019,Producto Cuidado Personal 1,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,21,9.43,0,198.03
SALE-00436,2025-01-13,2025,1,13,1,CUST-050,Cliente 50,PROD-003,Producto Alimentos 3,Alimentos,Quito,Vendedor 5,Bodega Norte,3,4.94,0,14.82
SALE-00717,2025-01-13,2025,1,13,1,CUST-032,Cliente 32,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 1,Bodega Sur,10,8.91,20,71.28
SALE-00932,2025-01-13,2025,1,13,1,CUST-034,Cliente 34,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,15,2.45,0,36.75
SALE-01245,2025-01-13,2025,1,13,1,CUST-023,Cliente 23,PROD-027,Producto Electrodomésticos 3,Electrodomésticos,Cuenca,Vendedor 7,Bodega Principal,1,102.7,0,102.7
SALE-01299,2025-01-13,2025,1,13,1,CUST-034,Cliente 34,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,15,2.45,15,31.24
SALE-01501,2025-01-13,2025,1,13,1,CUST-023,Cliente 23,PROD-018,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 5,Bodega Sur,3,6.22,0,18.66
SALE-02113,2025-01-13,2025,1,13,1,CUST-031,Cliente 31,PROD-009,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 2,Bodega Sur,20,1.05,10,18.9
SALE-02221,2025-01-13,2025,1,13,1,CUST-030,Cliente 30,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,9,6.1,15,46.66
SALE-02874,2025-01-13,2025,1,13,1,CUST-031,Cliente 31,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,15,1.39,15,17.72
SALE-00265,2025-01-14,2025,1,14,2,CUST-045,Cliente 45,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,1,6.1,15,5.18
SALE-00647,2025-01-14,2025,1,14,2,CUST-001,Cliente 1,PROD-001,Producto Alimentos 1,Alimentos,Quito,Vendedor 1,Bodega Principal,5,3.26,5,15.48
SALE-00766,2025-01-14,2025,1,14,2,CUST-020,Cliente 20,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,15,103.17,0,1547.55
SALE-01784,2025-01-14,2025,1,14,2,CUST-005,Cliente 5,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,17,8.91,0,151.47
SALE-01846,2025-01-14,2025,1,14,2,CUST-005,Cliente 5,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,16,3.4,0,54.4
SALE-02159,2025-01-14,2025,1,14,2,CUST-023,Cliente 23,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Sur,10,1.39,0,13.9
SALE-02450,2025-01-14,2025,1,14,2,CUST-046,Cliente 46,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 7,Bodega Sur,18,10.36,0,186.48
SALE-02722,2025-01-14,2025,1,14,2,CUST-042,Cliente 42,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,3,3.4,20,8.16
SALE-00117,2025-01-15,2025,1,15,3,CUST-011,Cliente 11,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,2,7.1,10,12.78
SALE-00292,2025-01-15,2025,1,15,3,CUST-040,Cliente 40,PROD-014,Producto Limpieza 2,Limpieza,Cuenca,Vendedor 7,Bodega Sur,17,7.73,15,111.7
SALE-00307,2025-01-15,2025,1,15,3,CUST-005,Cliente 5,PROD-007,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 8,Bodega Principal,20,1.39,0,27.8
SALE-00459,2025-01-15,2025,1,15,3,CUST-016,Cliente 16,PROD-008,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 6,Bodega Principal,13,2.52,20,26.21
SALE-00690,2025-01-15,2025,1,15,3,CUST-047,Cliente 47,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 5,Bodega Sur,12,6.79,20,65.18
SALE-00711,2025-01-15,2025,1,15,3,CUST-033,Cliente 33,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,11,7.1,0,78.1
SALE-01321,2025-01-15,2025,1,15,3,CUST-028,Cliente 28,PROD-008,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 1,Bodega Norte,5,2.52,20,10.08
SALE-01332,2025-01-15,2025,1,15,3,CUST-025,Cliente 25,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,6,11.28,15,57.53
SALE-01589,2025-01-15,2025,1,15,3,CUST-015,Cliente 15,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Sur,4,2.66,0,10.64
SALE-02815,2025-01-15,2025,1,15,3,CUST-037,Cliente 37,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,8,1.17,15,7.96
SALE-00091,2025-01-16,2025,1,16,4,CUST-047,Cliente 47,PROD-009,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Sur,6,1.05,0,6.3
SALE-00101,2025-01-16,2025,1,16,4,CUST-040,Cliente 40,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,17,1.39,0,23.63
SALE-00517,2025-01-16,2025,1,16,4,CUST-020,Cliente 20,PROD-019,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Sur,20,9.43,0,188.6
SALE-00546,2025-01-16,2025,1,16,4,CUST-037,Cliente 37,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Norte,2,8.91,0,17.82
SALE-01638,2025-01-16,2025,1,16,4,CUST-046,Cliente 46,PROD-015,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 3,Bodega Norte,10,7.38,5,70.11
SALE-01746,2025-01-16,2025,1,16,4,CUST-014,Cliente 14,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Manta,Vendedor 5,Bodega Norte,17,103.17,20,1403.11
SALE-02385,2025-01-16,2025,1,16,4,CUST-035,Cliente 35,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Ambato,Vendedor 7,Bodega Principal,11,103.17,15,964.64
SALE-02875,2025-01-16,2025,1,16,4,CUST-003,Cliente 3,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,15,6.79,10,91.66
SALE-00756,2025-01-17,2025,1,17,5,CUST-048,Cliente 48,PROD-015,Producto Limpieza 3,Limpieza,Cuenca,Vendedor 5,Bodega Norte,20,7.38,0,147.6
SALE-01314,2025-01-17,2025,1,17,5,CUST-027,Cliente 27,PROD-010,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,14,1.38,15,16.42
SALE-01616,2025-01-17,2025,1,17,5,CUST-021,Cliente 21,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,8,3.26,5,24.78
SALE-01637,2025-01-17,2025,1,17,5,CUST-032,Cliente 32,PROD-029,Producto Electrodomésticos 5,Electrodomésticos,Cuenca,Vendedor 6,Bodega Norte,5,96.43,0,482.15
SALE-02015,2025-01-17,2025,1,17,5,CUST-006,Cliente 6,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 3,Bodega Sur,5,7.1,5,33.73
SALE-02017,2025-01-17,2025,1,17,5,CUST-016,Cliente 16,PROD-004,Producto Alimentos 4,Alimentos,Manta,Vendedor 1,Bodega Principal,25,2.66,0,66.5
SALE-02252,2025-01-17,2025,1,17,5,CUST-009,Cliente 9,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Norte,7,10.36,20,58.02
SALE-02374,2025-01-17,2025,1,17,5,CUST-036,Cliente 36,PROD-003,Producto Alimentos 3,Alimentos,Cuenca,Vendedor 4,Bodega Norte,26,4.94,0,128.44
SALE-02381,2025-01-17,2025,1,17,5,CUST-006,Cliente 6,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 8,Bodega Norte,3,10.36,5,29.53
SALE-02407,2025-01-17,2025,1,17,5,CUST-028,Cliente 28,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,21,3.26,0,68.46
SALE-02641,2025-01-17,2025,1,17,5,CUST-004,Cliente 4,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 6,Bodega Principal,23,11.28,15,220.52
SALE-00102,2025-01-18,2025,1,18,6,CUST-003,Cliente 3,PROD-001,Producto Alimentos 1,Alimentos,Ambato,Vendedor 2,Bodega Norte,10,3.26,0,32.6
SALE-00145,2025-01-18,2025,1,18,6,CUST-025,Cliente 25,PROD-008,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 6,Bodega Norte,5,2.52,20,10.08
SALE-00551,2025-01-18,2025,1,18,6,CUST-023,Cliente 23,PROD-009,Producto Bebidas 3,Bebidas,Manta,Vendedor 6,Bodega Sur,18,1.05,20,15.12
SALE-00815,2025-01-18,2025,1,18,6,CUST-019,Cliente 19,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 3,Bodega Sur,2,6.79,10,12.22
SALE-00959,2025-01-18,2025,1,18,6,CUST-030,Cliente 30,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,22,3.26,0,71.72
SALE-01407,2025-01-18,2025,1,18,6,CUST-012,Cliente 12,PROD-011,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Principal,8,2.45,5,18.62
SALE-01783,2025-01-18,2025,1,18,6,CUST-035,Cliente 35,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 2,Bodega Norte,2,8.63,5,16.4
SALE-02747,2025-01-18,2025,1,18,6,CUST-028,Cliente 28,PROD-006,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 1,Bodega Principal,22,6.1,0,134.2
SALE-02913,2025-01-18,2025,1,18,6,CUST-001,Cliente 1,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Principal,15,11.28,15,143.82
SALE-00379,2025-01-19,2025,1,19,7,CUST-027,Cliente 27,PROD-016,Producto Limpieza 4,Limpieza,Quito,Vendedor 6,Bodega Principal,24,10.36,0,248.64
SALE-00585,2025-01-19,2025,1,19,7,CUST-029,Cliente 29,PROD-015,Producto Limpieza 3,Limpieza,Quito,Vendedor 6,Bodega Sur,12,7.38,0,88.56
SALE-00683,2025-01-19,2025,1,19,7,CUST-050,Cliente 50,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,11,1.17,15,10.94
SALE-00892,2025-01-19,2025,1,19,7,CUST-049,Cliente 49,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,29,3.4,0,98.6
SALE-01337,2025-01-19,2025,1,19,7,CUST-023,Cliente 23,PROD-002,Producto Alimentos 2,Alimentos,Manta,Vendedor 3,Bodega Norte,25,3.4,10,76.5
SALE-01365,2025-01-19,2025,1,19,7,CUST-014,Cliente 14,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 2,Bodega Principal,18,7.1,0,127.8
SALE-02332,2025-01-19,2025,1,19,7,CUST-018,Cliente 18,PROD-017,Producto Limpieza 5,Limpieza,Quito,Vendedor 6,Bodega Principal,13,8.63,5,106.58
SALE-02531,2025-01-19,2025,1,19,7,CUST-034,Cliente 34,PROD-004,Producto Alimentos 4,Alimentos,Quito,Vendedor 4,Bodega Norte,5,2.66,15,11.3
SALE-00746,2025-01-20,2025,1,20,1,CUST-043,Cliente 43,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 6,Bodega Principal,4,2.52,10,9.07
SALE-01438,2025-01-20,2025,1,20,1,CUST-004,Cliente 4,PROD-012,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 3,Bodega Sur,14,1.17,20,13.1
