sale_date,product_name,category_name,zone_name,salesman_name,warehouse_name,real_sales,predicted_sales,difference,percentage_error
2026-01-02,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,110.5,104.33,6.17,5.58%
2026-01-02,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 7,Bodega Principal,12.36,36.32,23.96,193.84%
2026-01-02,Producto Limpieza 6,Limpieza,Cuenca,Vendedor 5,Bodega Principal,162.35,62.05,100.3,61.78%
2026-01-02,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 5,Bodega Norte,14.1,42.74,28.64,203.12%
2026-01-02,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 3,Bodega Norte,12.21,43.71,31.5,258%
2026-01-02,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,84.84,63.67,21.17,24.95%
2026-01-03,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 5,Bodega Norte,244.96,133.42,111.54,45.53%
2026-01-03,Producto Alimentos 2,Alimentos,Quito,Vendedor 2,Bodega Norte,36.66,42.74,6.08,16.58%
2026-01-03,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 3,Bodega Norte,19.74,42.74,23,116.51%
2026-01-03,Producto Limpieza 6,Limpieza,Manta,Vendedor 6,Bodega Principal,8.12,43.71,35.59,438.32%
2026-01-03,Producto Alimentos 3,Alimentos,Cuenca,Vendedor 6,Bodega Sur,132.3,73.61,58.69,44.36%
2026-01-03,Producto Alimentos 3,Alimentos,Ambato,Vendedor 8,Bodega Norte,136.85,104.33,32.52,23.76%
2026-01-03,Producto Bebidas 2,Bebidas,Ambato,Vendedor 5,Bodega Sur,45.32,39.68,5.64,12.43%
2026-01-03,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 6,Bodega Sur,30.88,55.37,24.49,79.32%
2026-01-03,Producto Alimentos 5,Alimentos,Quito,Vendedor 3,Bodega Sur,119.75,104.33,15.42,12.88%
2026-01-04,Producto Alimentos 2,Alimentos,Quito,Vendedor 2,Bodega Principal,9.02,42.74,33.72,373.83%
2026-01-04,Producto Bebidas 5,Bebidas,Cuenca,Vendedor 6,Bodega Principal,52.64,46.1,6.54,12.42%
2026-01-04,Producto Limpieza 2,Limpieza,Manta,Vendedor 3,Bodega Norte,127.65,104.33,23.32,18.27%
2026-01-04,Producto Limpieza 4,Limpieza,Ambato,Vendedor 7,Bodega Principal,34.35,43.71,9.36,27.25%
2026-01-04,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 5,Bodega Norte,37.39,46.74,9.35,25%
2026-01-04,Producto Cuidado Personal 5,Cuidado Personal,Manta,Vendedor 7,Bodega Norte,272.03,142.6,129.43,47.58%
2026-01-04,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,22.99,43.71,20.72,90.13%
2026-01-04,Producto Alimentos 1,Alimentos,Manta,Vendedor 7,Bodega Sur,127.26,92.77,34.49,27.1%
2026-01-05,Producto Electrodomésticos 3,Electrodomésticos,Guayaquil,Vendedor 6,Bodega Norte,613.63,43.71,569.92,92.88%
2026-01-05,Producto Electrodomésticos 1,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Principal,343.73,43.71,300.02,87.28%
2026-01-05,Producto Limpieza 2,Limpieza,Guayaquil,Vendedor 3,Bodega Sur,35.52,43.71,8.19,23.06%
2026-01-05,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 3,Bodega Principal,140.47,58.74,81.73,58.18%
2026-01-05,Producto Limpieza 5,Limpieza,Manta,Vendedor 6,Bodega Sur,14.07,43.71,29.64,210.67%
2026-01-05,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 3,Bodega Principal,226.31,105.6,120.71,53.34%
2026-01-05,Producto Limpieza 4,Limpieza,Ambato,Vendedor 4,Bodega Principal,24.73,43.71,18.98,76.76%
2026-01-06,Producto Alimentos 6,Alimentos,Manta,Vendedor 4,Bodega Sur,18.79,43.71,24.92,132.63%
2026-01-06,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 1,Bodega Principal,5.75,43.37,37.62,654.29%
2026-01-06,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Norte,14.91,42.74,27.83,186.65%
2026-01-06,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 2,Bodega Norte,88.4,104.33,15.93,18.02%
2026-01-06,Producto Bebidas 5,Bebidas,Quito,Vendedor 2,Bodega Sur,25.57,47.23,21.66,84.72%
2026-01-06,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 8,Bodega Sur,8.84,53.39,44.55,503.93%
2026-01-06,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,81.43,92.77,11.34,13.93%
2026-01-07,Producto Bebidas 3,Bebidas,Cuenca,Vendedor 1,Bodega Sur,16.2,40.9,24.7,152.47%
2026-01-07,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Principal,16.92,36.32,19.4,114.65%
2026-01-07,Producto Electrodomésticos 5,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,1361.2,61.91,1299.29,95.45%
2026-01-07,Producto Cuidado Personal 4,Cuidado Personal,Manta,Vendedor 1,Bodega Principal,25.54,43.66,18.12,70.95%
2026-01-07,Producto Bebidas 1,Bebidas,Quito,Vendedor 7,Bodega Norte,36.42,46.11,9.69,26.6%
2026-01-07,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 5,Bodega Sur,18.1,43.37,25.27,139.62%
2026-01-07,Producto Alimentos 4,Alimentos,Quito,Vendedor 3,Bodega Norte,95.76,92.77,2.99,3.12%
2026-01-07,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Sur,70.72,77.94,7.22,10.21%
2026-01-08,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 7,Bodega Sur,47.94,46.74,1.2,2.51%
2026-01-08,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 4,Bodega Sur,46.74,46.74,0,0%
2026-01-08,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,25.38,42.74,17.36,68.4%
2026-01-08,Producto Electrodomésticos 1,Electrodomésticos,Guayaquil,Vendedor 3,Bodega Principal,1217.37,89.47,1127.9,92.65%
2026-01-08,Producto Electrodomésticos 1,Electrodomésticos,Quito,Vendedor 7,Bodega Norte,907.06,61.91,845.15,93.18%
2026-01-09,Producto Limpieza 3,Limpieza,Quito,Vendedor 4,Bodega Norte,246.7,120.46,126.24,51.17%
2026-01-09,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,103.46,104.33,0.87,0.84%
2026-01-09,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 3,Bodega Sur,0.9,40.9,40,4444.5%
2026-01-09,Producto Limpieza 2,Limpieza,Guayaquil,Vendedor 6,Bodega Principal,33.3,43.71,10.41,31.27%
2026-01-09,Producto Alimentos 2,Alimentos,Manta,Vendedor 7,Bodega Sur,24.82,42.74,17.92,72.2%
2026-01-09,Producto Alimentos 1,Alimentos,Quito,Vendedor 7,Bodega Sur,28.28,43.71,15.43,54.57%
2026-01-09,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,26.32,36.32,10,37.99%
2026-01-10,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Sur,33.53,43.71,10.18,30.37%
2026-01-10,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 5,Bodega Sur,6.39,43.87,37.48,586.5%
2026-01-10,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 3,Bodega Principal,18.74,43.37,24.63,131.44%
2026-01-10,Producto Electrodomésticos 6,Electrodomésticos,Guayaquil,Vendedor 3,Bodega Principal,1815.6,108.9,1706.7,94%
2026-01-10,Producto Alimentos 2,Alimentos,Quito,Vendedor 3,Bodega Principal,36.66,42.74,6.08,16.58%
2026-01-10,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,14,43.71,29.71,212.23%
2026-01-10,Producto Alimentos 6,Alimentos,Manta,Vendedor 7,Bodega Principal,3.98,43.71,39.73,998.29%
2026-01-10,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 2,Bodega Norte,89.31,47.78,41.53,46.5%
2026-01-11,Producto Alimentos 5,Alimentos,Ambato,Vendedor 4,Bodega Principal,22.75,43.71,20.96,92.14%
2026-01-11,Producto Bebidas 4,Bebidas,Quito,Vendedor 2,Bodega Norte,39.36,46.11,6.75,17.14%
2026-01-11,Producto Bebidas 2,Bebidas,Quito,Vendedor 5,Bodega Sur,19.78,43.87,24.09,121.78%
2026-01-11,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Principal,276.84,105.6,171.24,61.86%
2026-01-11,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,52.6,63.67,11.07,21.05%
2026-01-11,Producto Alimentos 6,Alimentos,Ambato,Vendedor 6,Bodega Norte,79.78,92.77,12.99,16.28%
2026-01-11,Producto Alimentos 5,Alimentos,Quito,Vendedor 6,Bodega Sur,89.57,104.33,14.76,16.48%
2026-01-11,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 8,Bodega Sur,113.4,104.33,9.07,8%
2026-01-11,Producto Limpieza 5,Limpieza,Quito,Vendedor 1,Bodega Principal,58.35,63.67,5.32,9.12%
2026-01-11,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 5,Bodega Principal,22.15,42.74,20.59,92.96%
2026-01-12,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,57.46,63.67,6.21,10.81%
2026-01-12,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Sur,2.21,53.39,51.18,2315.74%
2026-01-12,Producto Alimentos 3,Alimentos,Ambato,Vendedor 5,Bodega Sur,6.3,43.71,37.41,593.84%
2026-01-12,Producto Alimentos 1,Alimentos,Quito,Vendedor 7,Bodega Norte,69.99,50.38,19.61,28.02%
2026-01-12,Producto Bebidas 4,Bebidas,Quito,Vendedor 1,Bodega Norte,16.73,42.74,26.01,155.47%
2026-01-12,Producto Bebidas 3,Bebidas,Manta,Vendedor 7,Bodega Sur,13,32.44,19.44,149.56%
2026-01-12,Producto Alimentos 5,Alimentos,Quito,Vendedor 1,Bodega Principal,77.6,92.77,15.17,19.55%
2026-01-12,Producto Alimentos 6,Alimentos,Quito,Vendedor 6,Bodega Principal,70.72,77.94,7.22,10.21%
2026-01-12,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 1,Bodega Norte,2.21,43.37,41.16,1862.53%
2026-01-13,Producto Alimentos 6,Alimentos,Quito,Vendedor 6,Bodega Principal,56.58,77.94,21.36,37.75%
2026-01-13,Producto Alimentos 4,Alimentos,Quito,Vendedor 6,Bodega Principal,100.8,104.33,3.53,3.5%
2026-01-13,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Sur,33.93,47.23,13.3,39.21%
2026-01-13,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,21.09,42.74,21.65,102.65%
2026-01-13,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 1,Bodega Principal,45.68,46.74,1.06,2.32%
2026-01-14,Producto Alimentos 3,Alimentos,Quito,Vendedor 2,Bodega Norte,63,50.38,12.62,20.03%
2026-01-14,Producto Alimentos 6,Alimentos,Quito,Vendedor 3,Bodega Sur,8.84,43.71,34.87,394.48%
2026-01-14,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Principal,99.01,43.66,55.35,55.9%
2026-01-14,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,36.21,46.11,9.9,27.33%
2026-01-14,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 5,Bodega Principal,123.76,43.66,80.1,64.72%
2026-01-14,Producto Alimentos 5,Alimentos,Quito,Vendedor 4,Bodega Norte,91.01,92.77,1.76,1.93%
2026-01-15,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 5,Bodega Norte,28.84,36.32,7.48,25.93%
2026-01-15,Producto Bebidas 6,Bebidas,Ambato,Vendedor 4,Bodega Sur,13.26,53.39,40.13,302.62%
2026-01-15,Producto Cuidado Personal 6,Cuidado Personal,Manta,Vendedor 2,Bodega Norte,251.46,105.6,145.86,58.01%
2026-01-15,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,31.96,39.68,7.72,24.17%
2026-01-15,Producto Electrodomésticos 2,Electrodomésticos,Manta,Vendedor 5,Bodega Sur,1521.29,43.71,1477.58,97.13%
2026-01-15,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,60.11,77.94,17.83,29.66%
2026-01-16,Producto Limpieza 6,Limpieza,Quito,Vendedor 1,Bodega Principal,145.16,108.9,36.26,24.98%
2026-01-16,Producto Bebidas 6,Bebidas,Quito,Vendedor 6,Bodega Principal,14.3,37.38,23.08,161.39%
2026-01-16,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 5,Bodega Sur,62.52,77.94,15.42,24.66%
2026-01-17,Producto Limpieza 4,Limpieza,Manta,Vendedor 2,Bodega Sur,96.18,63.67,32.51,33.8%
2026-01-17,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 7,Bodega Principal,12.26,43.87,31.61,257.81%
2026-01-17,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,26.32,36.32,10,37.99%
2026-01-18,Producto Bebidas 5,Bebidas,Quito,Vendedor 6,Bodega Sur,7.99,43.87,35.88,449.03%
2026-01-18,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,71.85,77.94,6.09,8.47%
2026-01-18,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Principal,18.4,42.89,24.49,133.08%
2026-01-18,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,34.83,43.37,8.54,24.52%
2026-01-18,Producto Bebidas 5,Bebidas,Quito,Vendedor 7,Bodega Norte,26.32,36.32,10,37.99%
2026-01-18,Producto Electrodomésticos 5,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Sur,2974.22,120.46,2853.76,95.95%
2026-01-18,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 7,Bodega Norte,130.25,104.33,25.92,19.9%
2026-01-18,Producto Alimentos 3,Alimentos,Quito,Vendedor 4,Bodega Principal,5.6,43.71,38.11,680.57%
2026-01-18,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,144.23,104.33,39.9,27.66%
2026-01-18,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,34.49,43.71,9.22,26.74%
2026-01-18,Producto Bebidas 5,Bebidas,Manta,Vendedor 7,Bodega Sur,14.38,43.87,29.49,205.06%
2026-01-18,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 2,Bodega Sur,360.67,117.16,243.51,67.52%
2026-01-18,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,42.49,46.11,3.62,8.51%
2026-01-19,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 7,Bodega Sur,53.04,63.67,10.63,20.04%
2026-01-19,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 2,Bodega Principal,130.53,73.61,56.92,43.61%
2026-01-19,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 4,Bodega Principal,35.55,46.11,10.56,29.7%
2026-01-19,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Principal,302.33,105.6,196.73,65.07%
2026-01-19,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 1,Bodega Sur,4.92,43.37,38.45,781.54%
2026-01-19,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,16.05,53.39,37.34,232.63%
2026-01-19,Producto Alimentos 1,Alimentos,Cuenca,Vendedor 1,Bodega Norte,14.14,47.78,33.64,237.9%
2026-01-19,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 2,Bodega Sur,63.85,43.66,20.19,31.62%
2026-01-19,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 2,Bodega Principal,10,32.44,22.44,224.43%
2026-01-19,Producto Bebidas 1,Bebidas,Ambato,Vendedor 2,Bodega Principal,1.92,42.74,40.82,2126.03%
2026-01-19,Producto Alimentos 1,Alimentos,Manta,Vendedor 1,Bodega Principal,100.75,77.94,22.81,22.64%
2026-01-20,Producto Alimentos 3,Alimentos,Manta,Vendedor 5,Bodega Norte,35.7,43.71,8.01,22.44%
2026-01-20,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 6,Bodega Norte,242.63,58.74,183.89,75.79%
2026-01-20,Producto Bebidas 5,Bebidas,Cuenca,Vendedor 2,Bodega Norte,35.72,39.68,3.96,11.1%
2026-01-20,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Sur,28.74,43.71,14.97,52.09%
2026-01-20,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 4,Bodega Principal,21.65,43.37,21.72,100.33%
2026-01-20,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 4,Bodega Sur,5.43,42.74,37.31,687.11%
2026-01-20,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,23.97,42.74,18.77,78.31%
2026-01-20,Producto Limpieza 6,Limpieza,Manta,Vendedor 6,Bodega Principal,95.5,61.91,33.59,35.18%
2026-01-21,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 4,Bodega Principal,28.2,39.68,11.48,40.73%
2026-01-21,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 6,Bodega Principal,16.19,42.74,26.55,163.99%
2026-01-21,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 8,Bodega Sur,18.79,43.71,24.92,132.63%
2026-01-21,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 2,Bodega Norte,273.92,43.71,230.21,84.04%
2026-01-21,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,21.09,42.74,21.65,102.65%
2026-01-21,Producto Bebidas 3,Bebidas,Quito,Vendedor 6,Bodega Sur,10,32.44,22.44,224.43%
2026-01-22,Producto Limpieza 2,Limpieza,Manta,Vendedor 8,Bodega Norte,35.52,43.71,8.19,23.06%
2026-01-22,Producto Electrodomésticos 1,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Sur,1360.59,89.47,1271.12,93.42%
2026-01-22,Producto Limpieza 5,Limpieza,Quito,Vendedor 1,Bodega Sur,78.15,77.94,0.21,0.27%
2026-01-22,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 1,Bodega Sur,117.57,43.66,73.91,62.86%
2026-01-22,Producto Limpieza 6,Limpieza,Manta,Vendedor 7,Bodega Sur,97.41,75.2,22.21,22.8%
2026-01-22,Producto Bebidas 3,Bebidas,Quito,Vendedor 8,Bodega Sur,4.8,40.9,36.1,752.09%
2026-01-22,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 3,Bodega Norte,15.5,43.37,27.87,179.82%
2026-01-22,Producto Alimentos 1,Alimentos,Quito,Vendedor 6,Bodega Norte,113.12,77.94,35.18,31.1%
2026-01-22,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 1,Bodega Norte,11.28,43.37,32.09,284.5%
2026-01-23,Producto Bebidas 6,Bebidas,Quito,Vendedor 3,Bodega Norte,10.4,37.38,26.98,259.42%
2026-01-23,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 5,Bodega Principal,25,34.43,9.43,37.71%
2026-01-23,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,71.82,77.94,6.12,8.52%
2026-01-23,Producto Electrodomésticos 1,Electrodomésticos,Guayaquil,Vendedor 7,Bodega Norte,2358.36,133.42,2224.94,94.34%
2026-01-23,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 4,Bodega Principal,495.04,142.6,352.44,71.19%
2026-01-23,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 2,Bodega Norte,134.31,73.61,60.7,45.2%
2026-01-23,Producto Limpieza 6,Limpieza,Quito,Vendedor 2,Bodega Sur,146.12,108.9,37.22,25.47%
2026-01-23,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 3,Bodega Sur,35.55,46.11,10.56,29.7%
2026-01-23,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 5,Bodega Norte,39.48,43.37,3.89,9.86%
2026-01-23,Producto Electrodomésticos 2,Electrodomésticos,Manta,Vendedor 8,Bodega Norte,3380.64,89.47,3291.17,97.35%
2026-01-23,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Principal,279.4,129.63,149.77,53.6%
2026-01-23,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Sur,318.24,105.6,212.64,66.82%
2026-01-23,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 7,Bodega Principal,127.7,58.74,68.96,54%
2026-01-24,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,9.02,42.74,33.72,373.83%
2026-01-24,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,88.4,104.33,15.93,18.02%
2026-01-24,Producto Alimentos 1,Alimentos,Quito,Vendedor 3,Bodega Principal,63.63,50.38,13.25,20.82%
2026-01-24,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 4,Bodega Norte,12.3,42.74,30.44,247.48%
2026-01-24,Producto Bebidas 1,Bebidas,Ambato,Vendedor 2,Bodega Sur,18.21,42.74,24.53,134.71%
2026-01-24,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,17.68,43.71,26.03,147.24%
2026-01-24,Producto Cuidado Personal 3,Cuidado Personal,Ambato,Vendedor 8,Bodega Norte,95.47,43.66,51.81,54.27%
2026-01-24,Producto Alimentos 2,Alimentos,Quito,Vendedor 7,Bodega Norte,55.13,52.52,2.61,4.73%
2026-01-24,Producto Limpieza 1,Limpieza,Manta,Vendedor 3,Bodega Sur,79.83,61.91,17.92,22.45%
2026-01-25,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,136.08,117.3,18.78,13.8%
2026-01-25,Producto Alimentos 6,Alimentos,Quito,Vendedor 2,Bodega Principal,26.52,43.71,17.19,64.83%
2026-01-25,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 4,Bodega Norte,23,42.74,19.74,85.83%
2026-01-25,Producto Alimentos 6,Alimentos,Quito,Vendedor 6,Bodega Norte,82.65,104.33,21.68,26.23%
2026-01-25,Producto Limpieza 4,Limpieza,Quito,Vendedor 8,Bodega Sur,171.75,104.33,67.42,39.25%
2026-01-25,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 8,Bodega Principal,67.87,63.67,4.2,6.19%
2026-01-25,Producto Electrodomésticos 3,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Sur,1700.27,75.2,1625.07,95.58%
2026-01-25,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 6,Bodega Norte,83.98,73.61,10.37,12.35%
2026-01-25,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 5,Bodega Sur,44.28,46.11,1.83,4.13%
2026-01-26,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 5,Bodega Norte,14.64,42.74,28.1,191.94%
2026-01-26,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Sur,276.84,117.16,159.68,57.68%
2026-01-26,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,22.1,37.38,15.28,69.14%
2026-01-26,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 6,Bodega Sur,93.43,62.05,31.38,33.59%
2026-01-26,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 6,Bodega Norte,6.39,43.87,37.48,586.5%
2026-01-26,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 2,Bodega Norte,56.56,43.71,12.85,22.72%
2026-01-26,Producto Bebidas 3,Bebidas,Cuenca,Vendedor 4,Bodega Sur,10,32.44,22.44,224.43%
2026-01-26,Producto Alimentos 1,Alimentos,Quito,Vendedor 7,Bodega Principal,127.26,104.33,22.93,18.02%
2026-01-26,Producto Cuidado Personal 6,Cuidado Personal,Manta,Vendedor 1,Bodega Norte,35.62,43.66,8.04,22.57%
2026-01-26,Producto Bebidas 3,Bebidas,Quito,Vendedor 8,Bodega Sur,9.5,40.9,31.4,330.53%
2026-01-26,Producto Electrodomésticos 6,Electrodomésticos,Quito,Vendedor 1,Bodega Sur,106.8,43.71,63.09,59.07%
2026-01-27,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 8,Bodega Norte,119,92.77,26.23,22.04%
2026-01-27,Producto Limpieza 6,Limpieza,Quito,Vendedor 7,Bodega Norte,146.12,108.9,37.22,25.47%
2026-01-27,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,19.17,42.74,23.57,122.95%
2026-01-27,Producto Bebidas 4,Bebidas,Quito,Vendedor 2,Bodega Norte,33.21,46.11,12.9,38.83%
2026-01-27,Producto Alimentos 1,Alimentos,Quito,Vendedor 5,Bodega Principal,42.07,43.71,1.64,3.9%
