sale_id,sale_date,year_number,month_number,day_number,day_of_week,customer_code,customer_name,product_code,product_name,category_name,zone_name,salesman_name,warehouse_name,quantity,unit_price,discount_percentage,total_sales
SALE-2027-00055,2027-01-07,2027,1,7,4,CUST-016,Cliente 16,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Sur,17,6.1,0,103.7
SALE-2027-00056,2027-01-07,2027,1,7,4,CUST-011,Cliente 11,PROD-006,Producto Alimentos 6,Alimentos,Manta,Vendedor 3,Bodega Sur,9,6.1,15,46.67
SALE-2027-00057,2027-01-08,2027,1,8,5,CUST-030,Cliente 30,PROD-005,Producto Alimentos 5,Alimentos,Cuenca,Vendedor 7,Bodega Principal,20,7.1,15,120.7
SALE-2027-00058,2027-01-08,2027,1,8,5,CUST-015,Cliente 15,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 5,Bodega Principal,8,2.52,0,20.16
SALE-2027-00059,2027-01-08,2027,1,8,5,CUST-009,Cliente 9,PROD-005,Producto Alimentos 5,Alimentos,Ambato,Vendedor 6,Bodega Norte,13,7.1,20,73.84
SALE-2027-00060,2027-01-09,2027,1,9,6,CUST-027,Cliente 27,PROD-004,Producto Alimentos 4,Alimentos,Cuenca,Vendedor 5,Bodega Sur,4,2.66,0,10.64
SALE-2027-00061,2027-01-09,2027,1,9,6,CUST-044,Cliente 44,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 3,Bodega Norte,6,2.52,5,14.36
SALE-2027-00062,2027-01-09,2027,1,9,6,CUST-007,Cliente 7,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Quito,Vendedor 2,Bodega Principal,1,6.79,0,6.79
SALE-2027-00063,2027-01-09,2027,1,9,6,CUST-015,Cliente 15,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 5,Bodega Principal,2,7.1,0,14.2
SALE-2027-00064,2027-01-09,2027,1,9,6,CUST-040,Cliente 40,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,13,3.4,20,35.36
SALE-2027-00065,2027-01-09,2027,1,9,6,CUST-014,Cliente 14,PROD-002,Producto Alimentos 2,Alimentos,Quito,Vendedor 1,Bodega Norte,7,3.4,0,23.8
SALE-2027-00066,2027-01-10,2027,1,10,7,CUST-047,Cliente 47,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 1,Bodega Sur,10,1.39,5,13.2
SALE-2027-00067,2027-01-10,2027,1,10,7,CUST-011,Cliente 11,PROD-007,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 7,Bodega Sur,6,1.39,5,7.92
SALE-2027-00068,2027-01-10,2027,1,10,7,CUST-023,Cliente 23,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 5,Bodega Principal,21,6.1,0,128.1
SALE-2027-00069,2027-01-10,2027,1,10,7,CUST-037,Cliente 37,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,16,2.66,10,38.3
SALE-2027-00070,2027-01-10,2027,1,10,7,CUST-017,Cliente 17,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 2,Bodega Principal,23,6.1,15,119.26
SALE-2027-00071,2027-01-10,2027,1,10,7,CUST-005,Cliente 5,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Sur,3,10.36,15,26.42
SALE-2027-00072,2027-01-11,2027,1,11,1,CUST-006,Cliente 6,PROD-001,Producto Alimentos 1,Alimentos,Manta,Vendedor 1,Bodega Sur,15,3.26,0,48.9
SALE-2027-00073,2027-01-11,2027,1,11,1,CUST-040,Cliente 40,PROD-026,Producto Electrodomésticos 2,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Sur,11,170.83,0,1879.13
SALE-2027-00074,2027-01-11,2027,1,11,1,CUST-010,Cliente 10,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,4,1.39,20,4.45
SALE-2027-00075,2027-01-11,2027,1,11,1,CUST-026,Cliente 26,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 1,Bodega Norte,16,17.06,0,272.96
SALE-2027-00076,2027-01-12,2027,1,12,2,CUST-009,Cliente 9,PROD-008,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,4,2.52,20,8.06
SALE-2027-00077,2027-01-12,2027,1,12,2,CUST-034,Cliente 34,PROD-030,Producto Electrodomésticos 6,Electrodomésticos,Quito,Vendedor 8,Bodega Principal,20,110.13,0,2202.6
SALE-2027-00078,2027-01-12,2027,1,12,2,CUST-027,Cliente 27,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Sur,9,103.17,0,928.53
SALE-2027-00079,2027-01-12,2027,1,12,2,CUST-017,Cliente 17,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 3,Bodega Norte,28,8.91,0,249.48
SALE-2027-00080,2027-01-12,2027,1,12,2,CUST-020,Cliente 20,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 8,Bodega Norte,26,6.1,0,158.6
SALE-2027-00081,2027-01-12,2027,1,12,2,CUST-028,Cliente 28,PROD-007,Producto Bebidas 1,Bebidas,Manta,Vendedor 6,Bodega Principal,1,1.39,15,1.18
SALE-2027-00082,2027-01-12,2027,1,12,2,CUST-012,Cliente 12,PROD-019,Producto Cuidado Personal 1,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,21,9.43,0,198.03
SALE-2027-00083,2027-01-13,2027,1,13,3,CUST-050,Cliente 50,PROD-003,Producto Alimentos 3,Alimentos,Quito,Vendedor 5,Bodega Norte,3,4.94,0,14.82
SALE-2027-00084,2027-01-13,2027,1,13,3,CUST-032,Cliente 32,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 1,Bodega Sur,10,8.91,20,71.28
SALE-2027-00085,2027-01-13,2027,1,13,3,CUST-034,Cliente 34,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,15,2.45,0,36.75
SALE-2027-00086,2027-01-13,2027,1,13,3,CUST-023,Cliente 23,PROD-027,Producto Electrodomésticos 3,Electrodomésticos,Cuenca,Vendedor 7,Bodega Principal,1,102.7,0,102.7
SALE-2027-00087,2027-01-13,2027,1,13,3,CUST-034,Cliente 34,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,15,2.45,15,31.24
SALE-2027-00088,2027-01-13,2027,1,13,3,CUST-023,Cliente 23,PROD-018,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 5,Bodega Sur,3,6.22,0,18.66
SALE-2027-00089,2027-01-13,2027,1,13,3,CUST-031,Cliente 31,PROD-009,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 2,Bodega Sur,20,1.05,10,18.9
SALE-2027-00090,2027-01-13,2027,1,13,3,CUST-030,Cliente 30,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,9,6.1,15,46.67
SALE-2027-00091,2027-01-13,2027,1,13,3,CUST-031,Cliente 31,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,15,1.39,15,17.72
SALE-2027-00092,2027-01-14,2027,1,14,4,CUST-045,Cliente 45,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,1,6.1,15,5.18
SALE-2027-00093,2027-01-14,2027,1,14,4,CUST-001,Cliente 1,PROD-001,Producto Alimentos 1,Alimentos,Quito,Vendedor 1,Bodega Principal,5,3.26,5,15.48
SALE-2027-00094,2027-01-14,2027,1,14,4,CUST-020,Cliente 20,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,15,103.17,0,1547.55
SALE-2027-00095,2027-01-14,2027,1,14,4,CUST-005,Cliente 5,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,17,8.91,0,151.47
SALE-2027-00096,2027-01-14,2027,1,14,4,CUST-005,Cliente 5,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,16,3.4,0,54.4
SALE-2027-00097,2027-01-14,2027,1,14,4,CUST-023,Cliente 23,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Sur,10,1.39,0,13.9
SALE-2027-00098,2027-01-14,2027,1,14,4,CUST-046,Cliente 46,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 7,Bodega Sur,18,10.36,0,186.48
SALE-2027-00099,2027-01-14,2027,1,14,4,CUST-042,Cliente 42,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,3,3.4,20,8.16
SALE-2027-00100,2027-01-15,2027,1,15,5,CUST-011,Cliente 11,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,2,7.1,10,12.78
SALE-2027-00101,2027-01-15,2027,1,15,5,CUST-040,Cliente 40,PROD-014,Producto Limpieza 2,Limpieza,Cuenca,Vendedor 7,Bodega Sur,17,7.73,15,111.7
SALE-2027-00102,2027-01-15,2027,1,15,5,CUST-005,Cliente 5,PROD-007,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 8,Bodega Principal,20,1.39,0,27.8
SALE-2027-00103,2027-01-15,2027,1,15,5,CUST-016,Cliente 16,PROD-008,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 6,Bodega Principal,13,2.52,20,26.21
SALE-2027-00104,2027-01-15,2027,1,15,5,CUST-047,Cliente 47,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 5,Bodega Sur,12,6.79,20,65.18
SALE-2027-00105,2027-01-15,2027,1,15,5,CUST-033,Cliente 33,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,11,7.1,0,78.1
SALE-2027-00106,2027-01-15,2027,1,15,5,CUST-028,Cliente 28,PROD-008,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 1,Bodega Norte,5,2.52,20,10.08
SALE-2027-00107,2027-01-15,2027,1,15,5,CUST-025,Cliente 25,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,6,11.28,15,57.53
SALE-2027-00108,2027-01-15,2027,1,15,5,CUST-015,Cliente 15,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Sur,4,2.66,0,10.64
SALE-2027-00109,2027-01-15,2027,1,15,5,CUST-037,Cliente 37,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,8,1.17,15,7.96
SALE-2027-00110,2027-01-16,2027,1,16,6,CUST-047,Cliente 47,PROD-009,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Sur,6,1.05,0,6.3
SALE-2027-00111,2027-01-16,2027,1,16,6,CUST-040,Cliente 40,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,17,1.39,0,23.63
SALE-2027-00112,2027-01-16,2027,1,16,6,CUST-020,Cliente 20,PROD-019,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Sur,20,9.43,0,188.6
SALE-2027-00113,2027-01-16,2027,1,16,6,CUST-037,Cliente 37,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Norte,2,8.91,0,17.82
SALE-2027-00114,2027-01-16,2027,1,16,6,CUST-046,Cliente 46,PROD-015,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 3,Bodega Norte,10,7.38,5,70.11
SALE-2027-00115,2027-01-16,2027,1,16,6,CUST-014,Cliente 14,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Manta,Vendedor 5,Bodega Norte,17,103.17,20,1403.11
SALE-2027-00116,2027-01-16,2027,1,16,6,CUST-035,Cliente 35,PROD-028,Producto Electrodomésticos 4,Electrodomésticos,Ambato,Vendedor 7,Bodega Principal,11,103.17,15,964.64
SALE-2027-00117,2027-01-16,2027,1,16,6,CUST-003,Cliente 3,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,15,6.79,10,91.66
SALE-2027-00118,2027-01-17,2027,1,17,7,CUST-048,Cliente 48,PROD-015,Producto Limpieza 3,Limpieza,Cuenca,Vendedor 5,Bodega Norte,20,7.38,0,147.6
SALE-2027-00119,2027-01-17,2027,1,17,7,CUST-027,Cliente 27,PROD-010,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,14,1.38,15,16.42
SALE-2027-00120,2027-01-17,2027,1,17,7,CUST-021,Cliente 21,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,8,3.26,5,24.78
SALE-2027-00121,2027-01-17,2027,1,17,7,CUST-032,Cliente 32,PROD-029,Producto Electrodomésticos 5,Electrodomésticos,Cuenca,Vendedor 6,Bodega Norte,5,96.43,0,482.15
SALE-2027-00122,2027-01-17,2027,1,17,7,CUST-006,Cliente 6,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 3,Bodega Sur,5,7.1,5,33.72
SALE-2027-00123,2027-01-17,2027,1,17,7,CUST-016,Cliente 16,PROD-004,Producto Alimentos 4,Alimentos,Manta,Vendedor 1,Bodega Principal,25,2.66,0,66.5
SALE-2027-00124,2027-01-17,2027,1,17,7,CUST-009,Cliente 9,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Norte,7,10.36,20,58.02
SALE-2027-00125,2027-01-17,2027,1,17,7,CUST-036,Cliente 36,PROD-003,Producto Alimentos 3,Alimentos,Cuenca,Vendedor 4,Bodega Norte,26,4.94,0,128.44
SALE-2027-00126,2027-01-17,2027,1,17,7,CUST-006,Cliente 6,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 8,Bodega Norte,3,10.36,5,29.53
SALE-2027-00127,2027-01-17,2027,1,17,7,CUST-028,Cliente 28,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,21,3.26,0,68.46
SALE-2027-00128,2027-01-17,2027,1,17,7,CUST-004,Cliente 4,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 6,Bodega Principal,23,11.28,15,220.52
SALE-2027-00129,2027-01-18,2027,1,18,1,CUST-003,Cliente 3,PROD-001,Producto Alimentos 1,Alimentos,Ambato,Vendedor 2,Bodega Norte,10,3.26,0,32.6
SALE-2027-00130,2027-01-18,2027,1,18,1,CUST-025,Cliente 25,PROD-008,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 6,Bodega Norte,5,2.52,20,10.08
SALE-2027-00131,2027-01-18,2027,1,18,1,CUST-023,Cliente 23,PROD-009,Producto Bebidas 3,Bebidas,Manta,Vendedor 6,Bodega Sur,18,1.05,20,15.12
SALE-2027-00132,2027-01-18,2027,1,18,1,CUST-019,Cliente 19,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 3,Bodega Sur,2,6.79,10,12.22
SALE-2027-00133,2027-01-18,2027,1,18,1,CUST-030,Cliente 30,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,22,3.26,0,71.72
SALE-2027-00134,2027-01-18,2027,1,18,1,CUST-012,Cliente 12,PROD-011,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Principal,8,2.45,5,18.62
SALE-2027-00135,2027-01-18,2027,1,18,1,CUST-035,Cliente 35,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 2,Bodega Norte,2,8.63,5,16.4
SALE-2027-00136,2027-01-18,2027,1,18,1,CUST-028,Cliente 28,PROD-006,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 1,Bodega Principal,22,6.1,0,134.2
SALE-2027-00137,2027-01-18,2027,1,18,1,CUST-001,Cliente 1,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Principal,15,11.28,15,143.82
SALE-2027-00138,2027-01-19,2027,1,19,2,CUST-027,Cliente 27,PROD-016,Producto Limpieza 4,Limpieza,Quito,Vendedor 6,Bodega Principal,24,10.36,0,248.64
SALE-2027-00139,2027-01-19,2027,1,19,2,CUST-029,Cliente 29,PROD-015,Producto Limpieza 3,Limpieza,Quito,Vendedor 6,Bodega Sur,12,7.38,0,88.56
SALE-2027-00140,2027-01-19,2027,1,19,2,CUST-050,Cliente 50,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,11,1.17,15,10.94
SALE-2027-00141,2027-01-19,2027,1,19,2,CUST-049,Cliente 49,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,29,3.4,0,98.6
SALE-2027-00142,2027-01-19,2027,1,19,2,CUST-023,Cliente 23,PROD-002,Producto Alimentos 2,Alimentos,Manta,Vendedor 3,Bodega Norte,25,3.4,10,76.5
