sale_date,product_name,category_name,zone_name,salesman_name,warehouse_name,real_sales,predicted_sales,difference,percentage_error
2027-01-14,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,151.47,150.3,1.17,0.78%
2027-01-14,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,54.4,46.34,8.06,14.82%
2027-01-14,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Sur,13.9,9.28,4.62,33.25%
2027-01-14,Producto Limpieza 4,Limpieza,Manta,Vendedor 7,Bodega Sur,186.48,142.13,44.35,23.78%
2027-01-14,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,8.16,4.02,4.14,50.71%
2027-01-15,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,12.78,0.31,12.47,97.58%
2027-01-15,Producto Limpieza 2,Limpieza,Cuenca,Vendedor 7,Bodega Sur,111.7,137.76,26.06,23.33%
2027-01-15,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 8,Bodega Principal,27.8,11.37,16.43,59.11%
2027-01-15,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 6,Bodega Principal,26.21,5.71,20.5,78.2%
2027-01-15,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 5,Bodega Sur,65.18,38.82,26.36,40.44%
2027-01-15,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,78.1,68.05,10.05,12.86%
2027-01-15,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 1,Bodega Norte,10.08,23.48,13.4,132.98%
2027-01-15,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,57.53,88.18,30.65,53.27%
2027-01-15,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Sur,10.64,-4.8,15.44,145.13%
2027-01-15,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,7.96,-4.1,12.06,151.46%
2027-01-16,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Sur,6.3,8.35,2.05,32.47%
2027-01-16,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,23.63,22.8,0.83,3.5%
2027-01-16,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Sur,188.6,191.69,3.09,1.64%
2027-01-16,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Norte,17.82,30.86,13.04,73.18%
2027-01-16,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 3,Bodega Norte,70.11,67.41,2.7,3.85%
2027-01-16,Producto Electrodomésticos 4,Electrodomésticos,Manta,Vendedor 5,Bodega Norte,1403.11,1678.81,275.7,19.65%
2027-01-16,Producto Electrodomésticos 4,Electrodomésticos,Ambato,Vendedor 7,Bodega Principal,964.64,993.4,28.76,2.98%
2027-01-16,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,91.66,103.97,12.31,13.43%
2027-01-17,Producto Limpieza 3,Limpieza,Cuenca,Vendedor 5,Bodega Norte,147.6,141.07,6.53,4.42%
2027-01-17,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,16.42,21.81,5.39,32.81%
2027-01-17,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,24.78,24.27,0.51,2.04%
2027-01-17,Producto Electrodomésticos 5,Electrodomésticos,Cuenca,Vendedor 6,Bodega Norte,482.15,443.27,38.88,8.06%
2027-01-17,Producto Alimentos 5,Alimentos,Quito,Vendedor 3,Bodega Sur,33.72,40.23,6.51,19.3%
2027-01-17,Producto Alimentos 4,Alimentos,Manta,Vendedor 1,Bodega Principal,66.5,53.59,12.91,19.42%
2027-01-17,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Norte,58.02,74.62,16.6,28.61%
2027-01-17,Producto Alimentos 3,Alimentos,Cuenca,Vendedor 4,Bodega Norte,128.44,111.83,16.61,12.93%
2027-01-17,Producto Limpieza 4,Limpieza,Manta,Vendedor 8,Bodega Norte,29.53,38.49,8.96,30.33%
2027-01-17,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,68.46,51.61,16.85,24.61%
2027-01-17,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 6,Bodega Principal,220.52,220.61,0.09,0.04%
2027-01-18,Producto Alimentos 1,Alimentos,Ambato,Vendedor 2,Bodega Norte,32.6,17.14,15.46,47.41%
2027-01-18,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 6,Bodega Norte,10.08,7.05,3.03,30.03%
2027-01-18,Producto Bebidas 3,Bebidas,Manta,Vendedor 6,Bodega Sur,15.12,16,0.88,5.85%
2027-01-18,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 3,Bodega Sur,12.22,18.19,5.97,48.86%
2027-01-18,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,71.72,51.75,19.97,27.84%
2027-01-18,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Principal,18.62,14.63,3.99,21.43%
2027-01-18,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 2,Bodega Norte,16.4,13.54,2.86,17.45%
2027-01-18,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 1,Bodega Principal,134.2,143.66,9.46,7.05%
2027-01-18,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Principal,143.82,166.97,23.15,16.1%
2027-01-19,Producto Limpieza 4,Limpieza,Quito,Vendedor 6,Bodega Principal,248.64,230.24,18.4,7.4%
2027-01-19,Producto Limpieza 3,Limpieza,Quito,Vendedor 6,Bodega Sur,88.56,100.33,11.77,13.29%
2027-01-19,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,10.94,14.49,3.55,32.46%
2027-01-19,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,98.6,98.82,0.22,0.22%
2027-01-19,Producto Alimentos 2,Alimentos,Manta,Vendedor 3,Bodega Norte,76.5,102.04,25.54,33.39%
2027-01-19,Producto Alimentos 5,Alimentos,Quito,Vendedor 2,Bodega Principal,127.8,117.93,9.87,7.72%
2027-01-19,Producto Limpieza 5,Limpieza,Quito,Vendedor 6,Bodega Principal,106.58,132.75,26.17,24.55%
2027-01-19,Producto Alimentos 4,Alimentos,Quito,Vendedor 4,Bodega Norte,11.31,9.49,1.82,16.06%
2027-01-20,Producto Bebidas 2,Bebidas,Quito,Vendedor 6,Bodega Principal,9.07,0.6,8.47,93.4%
2027-01-20,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 3,Bodega Sur,13.1,24.65,11.55,88.17%
2027-01-20,Producto Bebidas 4,Bebidas,Quito,Vendedor 7,Bodega Norte,23.46,25.91,2.45,10.45%
2027-01-20,Producto Cuidado Personal 4,Cuidado Personal,Manta,Vendedor 3,Bodega Norte,129.01,131.39,2.38,1.85%
2027-01-20,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 2,Bodega Principal,79.78,62.06,17.72,22.21%
2027-01-20,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 8,Bodega Principal,90.24,79.67,10.57,11.71%
2027-01-21,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 5,Bodega Sur,10.53,-2.36,12.89,122.43%
2027-01-21,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 5,Bodega Principal,83.98,52.66,31.32,37.29%
2027-01-22,Producto Alimentos 2,Alimentos,Quito,Vendedor 7,Bodega Norte,18.36,18.85,0.49,2.69%
2027-01-22,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 5,Bodega Principal,21,9.79,11.21,53.36%
2027-01-22,Producto Electrodomésticos 3,Electrodomésticos,Quito,Vendedor 3,Bodega Norte,92.43,99.01,6.58,7.12%
2027-01-22,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,51.38,44.03,7.35,14.3%
2027-01-22,Producto Alimentos 6,Alimentos,Manta,Vendedor 1,Bodega Sur,67.4,73.99,6.59,9.78%
2027-01-22,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 4,Bodega Norte,7.56,4.63,2.93,38.73%
2027-01-23,Producto Bebidas 3,Bebidas,Cuenca,Vendedor 6,Bodega Norte,12.6,3.06,9.54,75.69%
2027-01-23,Producto Alimentos 3,Alimentos,Quito,Vendedor 7,Bodega Principal,35.57,33.3,2.27,6.38%
2027-01-23,Producto Limpieza 3,Limpieza,Manta,Vendedor 6,Bodega Norte,87.82,101.34,13.52,15.4%
2027-01-23,Producto Alimentos 2,Alimentos,Quito,Vendedor 7,Bodega Sur,54.4,57.55,3.15,5.78%
2027-01-23,Producto Bebidas 4,Bebidas,Quito,Vendedor 3,Bodega Principal,18.63,20.82,2.19,11.76%
2027-01-23,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Norte,789.25,755.62,33.63,4.26%
2027-01-23,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,32.85,47.64,14.79,45.02%
2027-01-24,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,97.6,93.79,3.81,3.9%
2027-01-24,Producto Cuidado Personal 2,Cuidado Personal,Cuenca,Vendedor 1,Bodega Principal,63.17,80.92,17.75,28.1%
2027-01-24,Producto Bebidas 4,Bebidas,Quito,Vendedor 4,Bodega Sur,17.39,29.75,12.36,71.06%
2027-01-24,Producto Limpieza 2,Limpieza,Quito,Vendedor 4,Bodega Sur,139.14,166.94,27.8,19.98%
2027-01-24,Producto Alimentos 3,Alimentos,Ambato,Vendedor 1,Bodega Principal,31.62,12.93,18.69,59.1%
2027-01-24,Producto Cuidado Personal 3,Cuidado Personal,Manta,Vendedor 8,Bodega Principal,358.26,298.74,59.52,16.61%
2027-01-24,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Sur,98.52,112.7,14.18,14.39%
2027-01-24,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,66.5,55.03,11.47,17.25%
2027-01-25,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,13,27.06,14.06,108.15%
2027-01-25,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 4,Bodega Principal,9.24,3.82,5.42,58.62%
2027-01-25,Producto Alimentos 4,Alimentos,Quito,Vendedor 7,Bodega Norte,58.52,45.18,13.34,22.8%
2027-01-25,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,20.4,21.83,1.43,7.02%
2027-01-25,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 5,Bodega Sur,19.15,30.45,11.3,59.03%
2027-01-25,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 2,Bodega Principal,5.52,9.9,4.38,79.33%
2027-01-25,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,68.24,78.68,10.44,15.3%
2027-01-25,Producto Bebidas 2,Bebidas,Quito,Vendedor 4,Bodega Sur,52.92,51.19,1.73,3.27%
2027-01-25,Producto Alimentos 5,Alimentos,Cuenca,Vendedor 1,Bodega Norte,170.4,176.27,5.87,3.44%
2027-01-26,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,21.42,22.44,1.02,4.75%
2027-01-26,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Norte,61.2,52.92,8.28,13.54%
2027-01-26,Producto Alimentos 2,Alimentos,Quito,Vendedor 5,Bodega Principal,17,20.89,3.89,22.9%
2027-01-26,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 4,Bodega Principal,1568.18,1753.07,184.89,11.79%
2027-01-26,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Principal,207.46,227.52,20.06,9.67%
2027-01-26,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,56.8,59.77,2.97,5.24%
2027-01-26,Producto Bebidas 4,Bebidas,Quito,Vendedor 2,Bodega Sur,30.36,38.75,8.39,27.63%
2027-01-27,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,6.1,7.95,1.85,30.31%
2027-01-27,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 4,Bodega Sur,8.95,0.59,8.36,93.4%
2027-01-27,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 8,Bodega Sur,22.14,19.53,2.61,11.78%
2027-01-27,Producto Alimentos 4,Alimentos,Quito,Vendedor 3,Bodega Sur,7.98,-7.72,15.7,196.8%
2027-01-27,Producto Alimentos 2,Alimentos,Quito,Vendedor 4,Bodega Sur,13.6,4.92,8.68,63.86%
2027-01-27,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 3,Bodega Principal,35.45,42.06,6.61,18.64%
2027-01-27,Producto Alimentos 5,Alimentos,Quito,Vendedor 8,Bodega Principal,89.46,87.05,2.41,2.69%
2027-01-27,Producto Limpieza 4,Limpieza,Guayaquil,Vendedor 6,Bodega Sur,41.44,41.91,0.47,1.13%
2027-01-27,Producto Alimentos 1,Alimentos,Quito,Vendedor 5,Bodega Norte,14.67,14.86,0.19,1.26%
2027-01-27,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,4.45,3.63,0.82,18.37%
2027-01-28,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,6.3,-6.93,13.23,209.97%
2027-01-28,Producto Electrodomésticos 2,Electrodomésticos,Quito,Vendedor 3,Bodega Sur,1597.26,1562.02,35.24,2.21%
2027-01-28,Producto Electrodomésticos 3,Electrodomésticos,Quito,Vendedor 7,Bodega Norte,246.48,91.33,155.15,62.95%
2027-01-28,Producto Bebidas 3,Bebidas,Ambato,Vendedor 7,Bodega Norte,18.9,28.88,9.98,52.83%
2027-01-28,Producto Bebidas 3,Bebidas,Quito,Vendedor 5,Bodega Norte,8.5,5.55,2.95,34.72%
2027-01-28,Producto Bebidas 5,Bebidas,Cuenca,Vendedor 5,Bodega Sur,7.35,33.09,25.74,350.18%
2027-01-28,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,35.28,34.98,0.3,0.86%
2027-01-29,Producto Alimentos 4,Alimentos,Cuenca,Vendedor 8,Bodega Norte,9.04,-3.9,12.94,143.12%
2027-01-29,Producto Limpieza 1,Limpieza,Quito,Vendedor 6,Bodega Sur,83.79,41.27,42.52,50.74%
2027-01-29,Producto Cuidado Personal 1,Cuidado Personal,Cuenca,Vendedor 1,Bodega Sur,82.98,94.59,11.61,13.99%
2027-01-29,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Principal,6.1,13.72,7.62,124.85%
2027-01-29,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Principal,14.64,27.16,12.52,85.53%
2027-01-29,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 4,Bodega Principal,56.4,64.3,7.9,14%
2027-01-29,Producto Bebidas 3,Bebidas,Quito,Vendedor 3,Bodega Principal,5.04,-1.7,6.74,133.71%
2027-01-29,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 3,Bodega Sur,15.12,11.56,3.56,23.55%
2027-01-30,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,38.44,28.36,10.08,26.23%
2027-01-30,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,24.48,16.12,8.36,34.15%
