sale_id,sale_date,year_number,month_number,day_number,day_of_week,customer_code,customer_name,product_code,product_name,category_name,zone_name,salesman_name,warehouse_name,quantity,unit_price,discount_percentage,total_sales
SALE-01936,2026-01-07,2026,1,7,3,CUST-044,Cliente 44,PROD-004,Producto Alimentos 4,Alimentos,Quito,Vendedor 3,Bodega Norte,19,5.04,0,95.76
SALE-02238,2026-01-07,2026,1,7,3,CUST-050,Cliente 50,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Sur,16,4.42,0,70.72
SALE-00151,2026-01-08,2026,1,8,4,CUST-032,Cliente 32,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 7,Bodega Sur,17,2.82,0,47.94
SALE-01328,2026-01-08,2026,1,8,4,CUST-019,Cliente 19,PROD-010,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 4,Bodega Sur,19,2.46,0,46.74
SALE-01337,2026-01-08,2026,1,8,4,CUST-015,Cliente 15,PROD-002,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,9,2.82,0,25.38
SALE-01753,2026-01-08,2026,1,8,4,CUST-013,Cliente 13,PROD-025,Producto Electrodomésticos 1,Electrodomésticos,Guayaquil,Vendedor 3,Bodega Principal,15,95.48,15,1217.37
SALE-02696,2026-01-08,2026,1,8,4,CUST-001,Cliente 1,PROD-025,Producto Electrodomésticos 1,Electrodomésticos,Quito,Vendedor 7,Bodega Norte,10,95.48,5,907.06
SALE-00121,2026-01-09,2026,1,9,5,CUST-039,Cliente 39,PROD-015,Producto Limpieza 3,Limpieza,Quito,Vendedor 4,Bodega Norte,24,10.82,5,246.7
SALE-01392,2026-01-09,2026,1,9,5,CUST-023,Cliente 23,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,24,4.79,10,103.46
SALE-01474,2026-01-09,2026,1,9,5,CUST-034,Cliente 34,PROD-009,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 3,Bodega Sur,1,1.0,10,0.9
SALE-01514,2026-01-09,2026,1,9,5,CUST-041,Cliente 41,PROD-014,Producto Limpieza 2,Limpieza,Guayaquil,Vendedor 6,Bodega Principal,6,5.55,0,33.3
SALE-02157,2026-01-09,2026,1,9,5,CUST-042,Cliente 42,PROD-002,Producto Alimentos 2,Alimentos,Manta,Vendedor 7,Bodega Sur,11,2.82,20,24.82
SALE-02346,2026-01-09,2026,1,9,5,CUST-002,Cliente 2,PROD-001,Producto Alimentos 1,Alimentos,Quito,Vendedor 7,Bodega Sur,4,7.07,0,28.28
SALE-02819,2026-01-09,2026,1,9,5,CUST-008,Cliente 8,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,14,1.88,0,26.32
SALE-00164,2026-01-10,2026,1,10,6,CUST-025,Cliente 25,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Sur,7,4.79,0,33.53
SALE-00208,2026-01-10,2026,1,10,6,CUST-043,Cliente 43,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 5,Bodega Sur,4,1.88,15,6.39
SALE-00413,2026-01-10,2026,1,10,6,CUST-013,Cliente 13,PROD-007,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 3,Bodega Principal,11,2.13,20,18.74
SALE-00962,2026-01-10,2026,1,10,6,CUST-019,Cliente 19,PROD-030,Producto Electrodomésticos 6,Electrodomésticos,Guayaquil,Vendedor 3,Bodega Principal,17,106.8,0,1815.6
SALE-01795,2026-01-10,2026,1,10,6,CUST-021,Cliente 21,PROD-002,Producto Alimentos 2,Alimentos,Quito,Vendedor 3,Bodega Principal,13,2.82,0,36.66
SALE-02008,2026-01-10,2026,1,10,6,CUST-024,Cliente 24,PROD-003,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,2,7.0,0,14.0
SALE-02024,2026-01-10,2026,1,10,6,CUST-039,Cliente 39,PROD-006,Producto Alimentos 6,Alimentos,Manta,Vendedor 7,Bodega Principal,1,4.42,10,3.98
SALE-02664,2026-01-10,2026,1,10,6,CUST-036,Cliente 36,PROD-016,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 2,Bodega Norte,13,6.87,0,89.31
SALE-00254,2026-01-11,2026,1,11,7,CUST-037,Cliente 37,PROD-005,Producto Alimentos 5,Alimentos,Ambato,Vendedor 4,Bodega Principal,5,4.79,5,22.75
SALE-00418,2026-01-11,2026,1,11,7,CUST-048,Cliente 48,PROD-010,Producto Bebidas 4,Bebidas,Quito,Vendedor 2,Bodega Norte,16,2.46,0,39.36
SALE-00878,2026-01-11,2026,1,11,7,CUST-046,Cliente 46,PROD-008,Producto Bebidas 2,Bebidas,Quito,Vendedor 5,Bodega Sur,12,2.06,20,19.78
SALE-01053,2026-01-11,2026,1,11,7,CUST-009,Cliente 9,PROD-020,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Principal,18,15.38,0,276.84
SALE-01354,2026-01-11,2026,1,11,7,CUST-027,Cliente 27,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,14,4.42,15,52.6
SALE-01553,2026-01-11,2026,1,11,7,CUST-036,Cliente 36,PROD-006,Producto Alimentos 6,Alimentos,Ambato,Vendedor 6,Bodega Norte,19,4.42,5,79.78
SALE-02166,2026-01-11,2026,1,11,7,CUST-002,Cliente 2,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 6,Bodega Sur,22,4.79,15,89.57
SALE-02338,2026-01-11,2026,1,11,7,CUST-020,Cliente 20,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 8,Bodega Sur,25,5.04,10,113.4
SALE-02476,2026-01-11,2026,1,11,7,CUST-020,Cliente 20,PROD-017,Producto Limpieza 5,Limpieza,Quito,Vendedor 1,Bodega Principal,14,5.21,20,58.35
SALE-02914,2026-01-11,2026,1,11,7,CUST-012,Cliente 12,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 5,Bodega Principal,13,2.13,20,22.15
SALE-00578,2026-01-12,2026,1,12,1,CUST-012,Cliente 12,PROD-004,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 2,Bodega Sur,12,5.04,5,57.46
SALE-00622,2026-01-12,2026,1,12,1,CUST-035,Cliente 35,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Sur,2,1.3,15,2.21
SALE-00881,2026-01-12,2026,1,12,1,CUST-010,Cliente 10,PROD-003,Producto Alimentos 3,Alimentos,Ambato,Vendedor 5,Bodega Sur,1,7.0,10,6.3
SALE-01290,2026-01-12,2026,1,12,1,CUST-042,Cliente 42,PROD-001,Producto Alimentos 1,Alimentos,Quito,Vendedor 7,Bodega Norte,11,7.07,10,69.99
SALE-01694,2026-01-12,2026,1,12,1,CUST-044,Cliente 44,PROD-010,Producto Bebidas 4,Bebidas,Quito,Vendedor 1,Bodega Norte,8,2.46,15,16.73
SALE-01721,2026-01-12,2026,1,12,1,CUST-036,Cliente 36,PROD-009,Producto Bebidas 3,Bebidas,Manta,Vendedor 7,Bodega Sur,13,1.0,0,13.0
SALE-01778,2026-01-12,2026,1,12,1,CUST-014,Cliente 14,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 1,Bodega Principal,18,4.79,10,77.6
SALE-01859,2026-01-12,2026,1,12,1,CUST-003,Cliente 3,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 6,Bodega Principal,16,4.42,0,70.72
SALE-02012,2026-01-12,2026,1,12,1,CUST-043,Cliente 43,PROD-010,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 1,Bodega Norte,1,2.46,10,2.21
SALE-00256,2026-01-13,2026,1,13,2,CUST-022,Cliente 22,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 6,Bodega Principal,16,4.42,20,56.58
SALE-00514,2026-01-13,2026,1,13,2,CUST-010,Cliente 10,PROD-004,Producto Alimentos 4,Alimentos,Quito,Vendedor 6,Bodega Principal,20,5.04,0,100.8
SALE-01079,2026-01-13,2026,1,13,2,CUST-025,Cliente 25,PROD-011,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Sur,19,1.88,5,33.93
SALE-02887,2026-01-13,2026,1,13,2,CUST-012,Cliente 12,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,11,2.13,10,21.09
SALE-02962,2026-01-13,2026,1,13,2,CUST-016,Cliente 16,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 1,Bodega Principal,18,2.82,10,45.68
SALE-00641,2026-01-14,2026,1,14,3,CUST-032,Cliente 32,PROD-003,Producto Alimentos 3,Alimentos,Quito,Vendedor 2,Bodega Norte,9,7.0,0,63.0
SALE-00893,2026-01-14,2026,1,14,3,CUST-047,Cliente 47,PROD-006,Producto Alimentos 6,Alimentos,Quito,Vendedor 3,Bodega Sur,2,4.42,0,8.84
SALE-01361,2026-01-14,2026,1,14,3,CUST-030,Cliente 30,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Principal,7,17.68,20,99.01
SALE-01430,2026-01-14,2026,1,14,3,CUST-015,Cliente 15,PROD-007,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,17,2.13,0,36.21
SALE-01902,2026-01-14,2026,1,14,3,CUST-020,Cliente 20,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 5,Bodega Principal,7,17.68,0,123.76
SALE-02888,2026-01-14,2026,1,14,3,CUST-037,Cliente 37,PROD-005,Producto Alimentos 5,Alimentos,Quito,Vendedor 4,Bodega Norte,19,4.79,0,91.01
SALE-00076,2026-01-15,2026,1,15,4,CUST-040,Cliente 40,PROD-008,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 5,Bodega Norte,14,2.06,0,28.84
SALE-01035,2026-01-15,2026,1,15,4,CUST-002,Cliente 2,PROD-012,Producto Bebidas 6,Bebidas,Ambato,Vendedor 4,Bodega Sur,12,1.3,15,13.26
SALE-02036,2026-01-15,2026,1,15,4,CUST-017,Cliente 17,PROD-024,Producto Cuidado Personal 6,Cuidado Personal,Manta,Vendedor 2,Bodega Norte,18,13.97,0,251.46
SALE-02353,2026-01-15,2026,1,15,4,CUST-013,Cliente 13,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,17,1.88,0,31.96
SALE-02592,2026-01-15,2026,1,15,4,CUST-004,Cliente 4,PROD-026,Producto Electrodomésticos 2,Electrodomésticos,Manta,Vendedor 5,Bodega Sur,8,211.29,10,1521.29
SALE-02809,2026-01-15,2026,1,15,4,CUST-008,Cliente 8,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,16,4.42,15,60.11
SALE-00400,2026-01-16,2026,1,16,5,CUST-030,Cliente 30,PROD-018,Producto Limpieza 6,Limpieza,Quito,Vendedor 1,Bodega Principal,19,9.55,20,145.16
SALE-00979,2026-01-16,2026,1,16,5,CUST-014,Cliente 14,PROD-012,Producto Bebidas 6,Bebidas,Quito,Vendedor 6,Bodega Principal,11,1.3,0,14.3
SALE-02135,2026-01-16,2026,1,16,5,CUST-024,Cliente 24,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 5,Bodega Sur,15,5.21,20,62.52
SALE-00321,2026-01-17,2026,1,17,6,CUST-049,Cliente 49,PROD-016,Producto Limpieza 4,Limpieza,Manta,Vendedor 2,Bodega Sur,14,6.87,0,96.18
SALE-01095,2026-01-17,2026,1,17,6,CUST-017,Cliente 17,PROD-008,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 7,Bodega Principal,7,2.06,15,12.26
SALE-02113,2026-01-17,2026,1,17,6,CUST-002,Cliente 2,PROD-011,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,14,1.88,0,26.32
SALE-00002,2026-01-18,2026,1,18,7,CUST-015,Cliente 15,PROD-011,Producto Bebidas 5,Bebidas,Quito,Vendedor 6,Bodega Sur,5,1.88,15,7.99
SALE-00278,2026-01-18,2026,1,18,7,CUST-026,Cliente 26,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,15,4.79,0,71.85
SALE-00565,2026-01-18,2026,1,18,7,CUST-022,Cliente 22,PROD-009,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Principal,23,1.0,20,18.4
SALE-01374,2026-01-18,2026,1,18,7,CUST-001,Cliente 1,PROD-002,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,13,2.82,5,34.83
SALE-01477,2026-01-18,2026,1,18,7,CUST-021,Cliente 21,PROD-011,Producto Bebidas 5,Bebidas,Quito,Vendedor 7,Bodega Norte,14,1.88,0,26.32
SALE-01479,2026-01-18,2026,1,18,7,CUST-020,Cliente 20,PROD-029,Producto Electrodomésticos 5,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Sur,23,136.12,5,2974.22
SALE-02262,2026-01-18,2026,1,18,7,CUST-046,Cliente 46,PROD-017,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 7,Bodega Norte,25,5.21,0,130.25
SALE-02413,2026-01-18,2026,1,18,7,CUST-001,Cliente 1,PROD-003,Producto Alimentos 3,Alimentos,Quito,Vendedor 4,Bodega Principal,1,7.0,20,5.6
SALE-02417,2026-01-18,2026,1,18,7,CUST-048,Cliente 48,PROD-001,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,24,7.07,15,144.23
SALE-02660,2026-01-18,2026,1,18,7,CUST-003,Cliente 3,PROD-005,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,8,4.79,10,34.49
SALE-02834,2026-01-18,2026,1,18,7,CUST-009,Cliente 9,PROD-011,Producto Bebidas 5,Bebidas,Manta,Vendedor 7,Bodega Sur,9,1.88,15,14.38
SALE-02931,2026-01-18,2026,1,18,7,CUST-031,Cliente 31,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 2,Bodega Sur,24,17.68,15,360.67
SALE-02974,2026-01-18,2026,1,18,7,CUST-019,Cliente 19,PROD-007,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,21,2.13,5,42.49
SALE-00502,2026-01-19,2026,1,19,1,CUST-010,Cliente 10,PROD-006,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 7,Bodega Sur,12,4.42,0,53.04
SALE-00789,2026-01-19,2026,1,19,1,CUST-016,Cliente 16,PROD-016,Producto Limpieza 4,Limpieza,Cuenca,Vendedor 2,Bodega Principal,20,6.87,5,130.53
SALE-01143,2026-01-19,2026,1,19,1,CUST-038,Cliente 38,PROD-010,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 4,Bodega Principal,17,2.46,15,35.55
SALE-01170,2026-01-19,2026,1,19,1,CUST-016,Cliente 16,PROD-021,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Principal,19,17.68,10,302.33
SALE-01303,2026-01-19,2026,1,19,1,CUST-024,Cliente 24,PROD-010,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 1,Bodega Sur,2,2.46,0,4.92
SALE-01621,2026-01-19,2026,1,19,1,CUST-048,Cliente 48,PROD-012,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,13,1.3,5,16.05
SALE-01767,2026-01-19,2026,1,19,1,CUST-031,Cliente 31,PROD-001,Producto Alimentos 1,Alimentos,Cuenca,Vendedor 1,Bodega Norte,2,7.07,0,14.14
SALE-02019,2026-01-19,2026,1,19,1,CUST-023,Cliente 23,PROD-022,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 2,Bodega Sur,5,12.77,0,63.85
SALE-02399,2026-01-19,2026,1,19,1,CUST-043,Cliente 43,PROD-009,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 2,Bodega Principal,10,1.0,0,10.0
SALE-02582,2026-01-19,2026,1,19,1,CUST-008,Cliente 8,PROD-007,Producto Bebidas 1,Bebidas,Ambato,Vendedor 2,Bodega Principal,1,2.13,10,1.92
