sale_date,product_name,category_name,zone_name,salesman_name,warehouse_name,real_sales,predicted_sales,difference,percentage_error
2025-01-05,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 7,Bodega Norte,147.57,140.34,7.23,4.9%
2025-01-05,Producto Electrodomésticos 2,Electrodomésticos,Guayaquil,Vendedor 6,Bodega Sur,1887.67,1860.36,27.31,1.45%
2025-01-05,Producto Electrodomésticos 2,Electrodomésticos,Ambato,Vendedor 3,Bodega Principal,726.03,724.58,1.45,0.2%
2025-01-05,Producto Alimentos 5,Alimentos,Manta,Vendedor 5,Bodega Sur,49.7,51.07,1.37,2.76%
2025-01-05,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 6,Bodega Sur,47.6,47.32,0.28,0.59%
2025-01-05,Producto Limpieza 5,Limpieza,Cuenca,Vendedor 5,Bodega Principal,200.22,203.05,2.83,1.42%
2025-01-05,Producto Bebidas 2,Bebidas,Quito,Vendedor 3,Bodega Principal,15.12,15.22,0.1,0.66%
2025-01-05,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 8,Bodega Norte,5.79,5.95,0.16,2.81%
2025-01-05,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Principal,16.15,15.66,0.49,3.04%
2025-01-06,Producto Alimentos 2,Alimentos,Quito,Vendedor 2,Bodega Principal,10.2,9.99,0.21,2.01%
2025-01-06,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Sur,76.86,76.9,0.04,0.06%
2025-01-06,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,28.97,29.83,0.86,2.98%
2025-01-06,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,309.51,319.7,10.19,3.29%
2025-01-06,Producto Alimentos 5,Alimentos,Quito,Vendedor 7,Bodega Sur,78.1,74.88,3.22,4.12%
2025-01-06,Producto Limpieza 1,Limpieza,Guayaquil,Vendedor 2,Bodega Principal,172.37,167.66,4.71,2.73%
2025-01-06,Producto Limpieza 6,Limpieza,Quito,Vendedor 5,Bodega Sur,35.45,36.47,1.02,2.86%
2025-01-06,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,34.91,34.43,0.48,1.38%
2025-01-06,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Principal,48.8,49.86,1.06,2.17%
2025-01-06,Producto Cuidado Personal 2,Cuidado Personal,Ambato,Vendedor 5,Bodega Sur,56.4,56.33,0.07,0.12%
2025-01-06,Producto Alimentos 3,Alimentos,Quito,Vendedor 1,Bodega Principal,13.34,12.93,0.41,3.1%
2025-01-06,Producto Bebidas 3,Bebidas,Quito,Vendedor 3,Bodega Principal,13.65,13.78,0.13,0.93%
2025-01-06,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,98.82,95.92,2.9,2.94%
2025-01-07,Producto Alimentos 1,Alimentos,Quito,Vendedor 3,Bodega Norte,13.04,13.49,0.45,3.46%
2025-01-07,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 2,Bodega Norte,10.72,10.87,0.15,1.43%
2025-01-07,Producto Alimentos 5,Alimentos,Quito,Vendedor 1,Bodega Sur,96.56,98.82,2.26,2.34%
2025-01-07,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,5.26,5.37,0.11,2.18%
2025-01-07,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,15.16,15.88,0.72,4.73%
2025-01-07,Producto Cuidado Personal 3,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,51.18,53.22,2.04,3.99%
2025-01-07,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Sur,103.7,103.29,0.41,0.39%
2025-01-07,Producto Alimentos 6,Alimentos,Manta,Vendedor 3,Bodega Sur,46.66,44.76,1.9,4.08%
2025-01-08,Producto Alimentos 5,Alimentos,Cuenca,Vendedor 7,Bodega Principal,120.7,125.55,4.85,4.02%
2025-01-08,Producto Bebidas 2,Bebidas,Quito,Vendedor 5,Bodega Principal,20.16,20.08,0.08,0.39%
2025-01-08,Producto Alimentos 5,Alimentos,Ambato,Vendedor 6,Bodega Norte,73.84,70.39,3.45,4.68%
2025-01-09,Producto Alimentos 4,Alimentos,Cuenca,Vendedor 5,Bodega Sur,10.64,10.14,0.5,4.67%
2025-01-09,Producto Bebidas 2,Bebidas,Quito,Vendedor 3,Bodega Norte,14.36,13.72,0.64,4.45%
2025-01-09,Producto Cuidado Personal 4,Cuidado Personal,Quito,Vendedor 2,Bodega Principal,6.79,7.12,0.33,4.81%
2025-01-09,Producto Alimentos 5,Alimentos,Quito,Vendedor 5,Bodega Principal,14.2,13.52,0.68,4.78%
2025-01-09,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,35.36,35.38,0.02,0.04%
2025-01-09,Producto Alimentos 2,Alimentos,Quito,Vendedor 1,Bodega Norte,23.8,23.56,0.24,1%
2025-01-10,Producto Bebidas 1,Bebidas,Quito,Vendedor 1,Bodega Sur,13.2,13.03,0.17,1.29%
2025-01-10,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 7,Bodega Sur,7.92,8.11,0.19,2.42%
2025-01-10,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 5,Bodega Principal,128.1,124.03,4.07,3.18%
2025-01-10,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,38.3,36.41,1.89,4.94%
2025-01-10,Producto Alimentos 6,Alimentos,Quito,Vendedor 2,Bodega Principal,119.25,116.71,2.54,2.13%
2025-01-10,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Sur,26.42,25.82,0.6,2.26%
2025-01-11,Producto Alimentos 1,Alimentos,Manta,Vendedor 1,Bodega Sur,48.9,48.6,0.3,0.61%
2025-01-11,Producto Electrodomésticos 2,Electrodomésticos,Guayaquil,Vendedor 8,Bodega Sur,1879.13,1832.54,46.59,2.48%
2025-01-11,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,4.45,4.47,0.02,0.35%
2025-01-11,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 1,Bodega Norte,272.96,282.78,9.82,3.6%
2025-01-12,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,8.06,8.43,0.37,4.62%
2025-01-12,Producto Electrodomésticos 6,Electrodomésticos,Quito,Vendedor 8,Bodega Principal,2202.6,2238.04,35.44,1.61%
2025-01-12,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Sur,928.53,962.33,33.8,3.64%
2025-01-12,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 3,Bodega Norte,249.48,256.19,6.71,2.69%
2025-01-12,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 8,Bodega Norte,158.6,156.08,2.52,1.59%
2025-01-12,Producto Bebidas 1,Bebidas,Manta,Vendedor 6,Bodega Principal,1.18,1.16,0.02,1.64%
2025-01-12,Producto Cuidado Personal 1,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,198.03,201.03,3,1.52%
2025-01-13,Producto Alimentos 3,Alimentos,Quito,Vendedor 5,Bodega Norte,14.82,14.57,0.25,1.69%
2025-01-13,Producto Cuidado Personal 6,Cuidado Personal,Quito,Vendedor 1,Bodega Sur,71.28,70.34,0.94,1.32%
2025-01-13,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,36.75,35.56,1.19,3.23%
2025-01-13,Producto Electrodomésticos 3,Electrodomésticos,Cuenca,Vendedor 7,Bodega Principal,102.7,100.09,2.61,2.54%
2025-01-13,Producto Bebidas 5,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,31.24,31.22,0.02,0.06%
2025-01-13,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 5,Bodega Sur,18.66,19.13,0.47,2.5%
2025-01-13,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 2,Bodega Sur,18.9,19.28,0.38,2.02%
2025-01-13,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,46.66,45.5,1.16,2.48%
2025-01-13,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Principal,17.72,18.45,0.73,4.12%
2025-01-14,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,5.18,5.41,0.23,4.52%
2025-01-14,Producto Alimentos 1,Alimentos,Quito,Vendedor 1,Bodega Principal,15.48,16.1,0.62,4.01%
2025-01-14,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 6,Bodega Principal,1547.55,1611.35,63.8,4.12%
2025-01-14,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,151.47,153.22,1.75,1.16%
2025-01-14,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,54.4,56.22,1.82,3.35%
2025-01-14,Producto Bebidas 1,Bebidas,Quito,Vendedor 4,Bodega Sur,13.9,14.21,0.31,2.24%
2025-01-14,Producto Limpieza 4,Limpieza,Manta,Vendedor 7,Bodega Sur,186.48,189.3,2.82,1.51%
2025-01-14,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Sur,8.16,8.34,0.18,2.26%
2025-01-15,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,12.78,12.75,0.03,0.27%
2025-01-15,Producto Limpieza 2,Limpieza,Cuenca,Vendedor 7,Bodega Sur,111.7,114.96,3.26,2.92%
2025-01-15,Producto Bebidas 1,Bebidas,Cuenca,Vendedor 8,Bodega Principal,27.8,27.2,0.6,2.17%
2025-01-15,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 6,Bodega Principal,26.21,26.33,0.12,0.45%
2025-01-15,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 5,Bodega Sur,65.18,65.57,0.39,0.6%
2025-01-15,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,78.1,76.28,1.82,2.33%
2025-01-15,Producto Bebidas 2,Bebidas,Cuenca,Vendedor 1,Bodega Norte,10.08,10.49,0.41,4.03%
2025-01-15,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 6,Bodega Norte,57.53,58.63,1.1,1.92%
2025-01-15,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 3,Bodega Sur,10.64,10.71,0.07,0.69%
2025-01-15,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 1,Bodega Principal,7.96,8.27,0.31,3.85%
2025-01-16,Producto Bebidas 3,Bebidas,Quito,Vendedor 1,Bodega Sur,6.3,6.18,0.12,1.98%
2025-01-16,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 3,Bodega Principal,23.63,24.74,1.11,4.7%
2025-01-16,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 6,Bodega Sur,188.6,196.83,8.23,4.36%
2025-01-16,Producto Cuidado Personal 6,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Norte,17.82,17.06,0.76,4.24%
2025-01-16,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 3,Bodega Norte,70.11,68.12,1.99,2.85%
2025-01-16,Producto Electrodomésticos 4,Electrodomésticos,Manta,Vendedor 5,Bodega Norte,1403.11,1448.94,45.83,3.27%
2025-01-16,Producto Electrodomésticos 4,Electrodomésticos,Ambato,Vendedor 7,Bodega Principal,964.64,920.18,44.46,4.61%
2025-01-16,Producto Cuidado Personal 4,Cuidado Personal,Cuenca,Vendedor 6,Bodega Principal,91.66,95.9,4.24,4.62%
2025-01-17,Producto Limpieza 3,Limpieza,Cuenca,Vendedor 5,Bodega Norte,147.6,154.24,6.64,4.5%
2025-01-17,Producto Bebidas 4,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,16.42,16.9,0.48,2.94%
2025-01-17,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 7,Bodega Principal,24.78,23.68,1.1,4.45%
2025-01-17,Producto Electrodomésticos 5,Electrodomésticos,Cuenca,Vendedor 6,Bodega Norte,482.15,468.61,13.54,2.81%
2025-01-17,Producto Alimentos 5,Alimentos,Quito,Vendedor 3,Bodega Sur,33.73,32.77,0.96,2.86%
2025-01-17,Producto Alimentos 4,Alimentos,Manta,Vendedor 1,Bodega Principal,66.5,63.49,3.01,4.53%
2025-01-17,Producto Limpieza 4,Limpieza,Manta,Vendedor 3,Bodega Norte,58.02,55.35,2.67,4.6%
2025-01-17,Producto Alimentos 3,Alimentos,Cuenca,Vendedor 4,Bodega Norte,128.44,126.67,1.77,1.38%
2025-01-17,Producto Limpieza 4,Limpieza,Manta,Vendedor 8,Bodega Norte,29.53,28.74,0.79,2.68%
2025-01-17,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,68.46,69.1,0.64,0.93%
2025-01-17,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 6,Bodega Principal,220.52,229.99,9.47,4.29%
2025-01-18,Producto Alimentos 1,Alimentos,Ambato,Vendedor 2,Bodega Norte,32.6,31.92,0.68,2.09%
2025-01-18,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 6,Bodega Norte,10.08,9.73,0.35,3.51%
2025-01-18,Producto Bebidas 3,Bebidas,Manta,Vendedor 6,Bodega Sur,15.12,15.53,0.41,2.71%
2025-01-18,Producto Cuidado Personal 4,Cuidado Personal,Guayaquil,Vendedor 3,Bodega Sur,12.22,12.1,0.12,0.97%
2025-01-18,Producto Alimentos 1,Alimentos,Guayaquil,Vendedor 6,Bodega Norte,71.72,70.59,1.13,1.57%
2025-01-18,Producto Bebidas 5,Bebidas,Quito,Vendedor 5,Bodega Principal,18.62,18.49,0.13,0.72%
2025-01-18,Producto Limpieza 5,Limpieza,Guayaquil,Vendedor 2,Bodega Norte,16.4,16.32,0.08,0.46%
2025-01-18,Producto Alimentos 6,Alimentos,Cuenca,Vendedor 1,Bodega Principal,134.2,130.49,3.71,2.76%
2025-01-18,Producto Cuidado Personal 2,Cuidado Personal,Guayaquil,Vendedor 7,Bodega Principal,143.82,147.18,3.36,2.34%
2025-01-19,Producto Limpieza 4,Limpieza,Quito,Vendedor 6,Bodega Principal,248.64,241.63,7.01,2.82%
2025-01-19,Producto Limpieza 3,Limpieza,Quito,Vendedor 6,Bodega Sur,88.56,86.35,2.21,2.5%
2025-01-19,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 2,Bodega Norte,10.94,11.32,0.38,3.52%
2025-01-19,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,98.6,96.1,2.5,2.54%
2025-01-19,Producto Alimentos 2,Alimentos,Manta,Vendedor 3,Bodega Norte,76.5,77.7,1.2,1.56%
2025-01-19,Producto Alimentos 5,Alimentos,Quito,Vendedor 2,Bodega Principal,127.8,126.56,1.24,0.97%
2025-01-19,Producto Limpieza 5,Limpieza,Quito,Vendedor 6,Bodega Principal,106.58,102.03,4.55,4.27%
2025-01-19,Producto Alimentos 4,Alimentos,Quito,Vendedor 4,Bodega Norte,11.3,11.61,0.31,2.78%
2025-01-20,Producto Bebidas 2,Bebidas,Quito,Vendedor 6,Bodega Principal,9.07,9.47,0.4,4.37%
2025-01-20,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 3,Bodega Sur,13.1,13.09,0.01,0.1%
2025-01-20,Producto Bebidas 4,Bebidas,Quito,Vendedor 7,Bodega Norte,23.46,22.73,0.73,3.13%
2025-01-20,Producto Cuidado Personal 4,Cuidado Personal,Manta,Vendedor 3,Bodega Norte,129.01,126.02,2.99,2.31%
2025-01-20,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 2,Bodega Principal,79.78,75.89,3.89,4.88%
2025-01-20,Producto Cuidado Personal 2,Cuidado Personal,Quito,Vendedor 8,Bodega Principal,90.24,90.8,0.56,0.62%
2025-01-21,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 5,Bodega Sur,10.53,10.75,0.22,2.05%
2025-01-21,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 5,Bodega Principal,83.98,86.15,2.17,2.59%
2025-01-22,Producto Alimentos 2,Alimentos,Quito,Vendedor 7,Bodega Norte,18.36,19.24,0.88,4.77%
2025-01-22,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 5,Bodega Principal,21,21.6,0.6,2.85%
2025-01-22,Producto Electrodomésticos 3,Electrodomésticos,Quito,Vendedor 3,Bodega Norte,92.43,93.35,0.92,1%
2025-01-22,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,51.38,49.57,1.81,3.52%
2025-01-22,Producto Alimentos 6,Alimentos,Manta,Vendedor 1,Bodega Sur,67.41,64.47,2.94,4.36%
2025-01-22,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 4,Bodega Norte,7.56,7.26,0.3,3.96%
2025-01-23,Producto Bebidas 3,Bebidas,Cuenca,Vendedor 6,Bodega Norte,12.6,12.27,0.33,2.6%
2025-01-23,Producto Alimentos 3,Alimentos,Quito,Vendedor 7,Bodega Principal,35.57,34.12,1.45,4.08%
2025-01-23,Producto Limpieza 3,Limpieza,Manta,Vendedor 6,Bodega Norte,87.82,87.52,0.3,0.34%
2025-01-23,Producto Alimentos 2,Alimentos,Quito,Vendedor 7,Bodega Sur,54.4,57.09,2.69,4.95%
2025-01-23,Producto Bebidas 4,Bebidas,Quito,Vendedor 3,Bodega Principal,18.63,18.63,0,0.02%
2025-01-23,Producto Electrodomésticos 4,Electrodomésticos,Guayaquil,Vendedor 5,Bodega Norte,789.25,783.94,5.31,0.67%
2025-01-23,Producto Alimentos 3,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,32.85,32.8,0.05,0.15%
2025-01-24,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Norte,97.6,98.75,1.15,1.18%
2025-01-24,Producto Cuidado Personal 2,Cuidado Personal,Cuenca,Vendedor 1,Bodega Principal,63.17,63.38,0.21,0.33%
2025-01-24,Producto Bebidas 4,Bebidas,Quito,Vendedor 4,Bodega Sur,17.39,16.98,0.41,2.35%
2025-01-24,Producto Limpieza 2,Limpieza,Quito,Vendedor 4,Bodega Sur,139.14,143.82,4.68,3.36%
2025-01-24,Producto Alimentos 3,Alimentos,Ambato,Vendedor 1,Bodega Principal,31.62,31.6,0.02,0.05%
2025-01-24,Producto Cuidado Personal 3,Cuidado Personal,Manta,Vendedor 8,Bodega Principal,358.26,346.62,11.64,3.25%
2025-01-24,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Sur,98.51,94.29,4.22,4.29%
2025-01-24,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Principal,66.5,65.42,1.08,1.63%
2025-01-25,Producto Bebidas 1,Bebidas,Guayaquil,Vendedor 1,Bodega Sur,13,13.3,0.3,2.34%
2025-01-25,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 4,Bodega Principal,9.24,9.53,0.29,3.13%
2025-01-25,Producto Alimentos 4,Alimentos,Quito,Vendedor 7,Bodega Norte,58.52,56.44,2.08,3.55%
2025-01-25,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 1,Bodega Norte,20.4,19.94,0.46,2.23%
2025-01-25,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 5,Bodega Sur,19.15,19.23,0.08,0.39%
2025-01-25,Producto Bebidas 4,Bebidas,Cuenca,Vendedor 2,Bodega Principal,5.52,5.47,0.05,0.99%
2025-01-25,Producto Cuidado Personal 3,Cuidado Personal,Guayaquil,Vendedor 4,Bodega Sur,68.24,70.21,1.97,2.89%
2025-01-25,Producto Bebidas 2,Bebidas,Quito,Vendedor 4,Bodega Sur,52.92,50.85,2.07,3.91%
2025-01-25,Producto Alimentos 5,Alimentos,Cuenca,Vendedor 1,Bodega Norte,170.4,167.16,3.24,1.9%
2025-01-26,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,21.42,21.06,0.36,1.66%
2025-01-26,Producto Alimentos 2,Alimentos,Cuenca,Vendedor 8,Bodega Norte,61.2,63.98,2.78,4.54%
2025-01-26,Producto Alimentos 2,Alimentos,Quito,Vendedor 5,Bodega Principal,17,16.21,0.79,4.65%
2025-01-26,Producto Electrodomésticos 4,Electrodomésticos,Quito,Vendedor 4,Bodega Principal,1568.18,1623.23,55.05,3.51%
2025-01-26,Producto Cuidado Personal 1,Cuidado Personal,Guayaquil,Vendedor 8,Bodega Principal,207.46,216.21,8.75,4.22%
2025-01-26,Producto Alimentos 5,Alimentos,Guayaquil,Vendedor 1,Bodega Principal,56.8,55.6,1.2,2.12%
2025-01-26,Producto Bebidas 4,Bebidas,Quito,Vendedor 2,Bodega Sur,30.36,30.17,0.19,0.63%
2025-01-27,Producto Alimentos 6,Alimentos,Guayaquil,Vendedor 4,Bodega Principal,6.1,6.3,0.2,3.27%
2025-01-27,Producto Bebidas 6,Bebidas,Cuenca,Vendedor 4,Bodega Sur,8.95,8.72,0.23,2.52%
2025-01-27,Producto Limpieza 3,Limpieza,Guayaquil,Vendedor 8,Bodega Sur,22.14,23.21,1.07,4.84%
2025-01-27,Producto Alimentos 4,Alimentos,Quito,Vendedor 3,Bodega Sur,7.98,7.93,0.05,0.6%
2025-01-27,Producto Alimentos 2,Alimentos,Quito,Vendedor 4,Bodega Sur,13.6,13.3,0.3,2.23%
2025-01-27,Producto Limpieza 6,Limpieza,Guayaquil,Vendedor 3,Bodega Principal,35.45,35.26,0.19,0.54%
2025-01-27,Producto Alimentos 5,Alimentos,Quito,Vendedor 8,Bodega Principal,89.46,92.63,3.17,3.54%
2025-01-27,Producto Limpieza 4,Limpieza,Guayaquil,Vendedor 6,Bodega Sur,41.44,41.01,0.43,1.03%
2025-01-27,Producto Alimentos 1,Alimentos,Quito,Vendedor 5,Bodega Norte,14.67,15.08,0.41,2.76%
2025-01-27,Producto Bebidas 6,Bebidas,Guayaquil,Vendedor 8,Bodega Norte,4.45,4.59,0.14,3.14%
2025-01-28,Producto Bebidas 3,Bebidas,Guayaquil,Vendedor 8,Bodega Principal,6.3,6.43,0.13,2.12%
2025-01-28,Producto Electrodomésticos 2,Electrodomésticos,Quito,Vendedor 3,Bodega Sur,1597.26,1560.34,36.92,2.31%
2025-01-28,Producto Electrodomésticos 3,Electrodomésticos,Quito,Vendedor 7,Bodega Norte,246.48,241.33,5.15,2.09%
2025-01-28,Producto Bebidas 3,Bebidas,Ambato,Vendedor 7,Bodega Norte,18.9,19.39,0.49,2.57%
2025-01-28,Producto Bebidas 3,Bebidas,Quito,Vendedor 5,Bodega Norte,8.51,8.22,0.29,3.36%
2025-01-28,Producto Bebidas 5,Bebidas,Cuenca,Vendedor 5,Bodega Sur,7.35,7.16,0.19,2.52%
2025-01-28,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 3,Bodega Norte,35.28,34.73,0.55,1.57%
2025-01-29,Producto Alimentos 4,Alimentos,Cuenca,Vendedor 8,Bodega Norte,9.04,9.45,0.41,4.54%
2025-01-29,Producto Limpieza 1,Limpieza,Quito,Vendedor 6,Bodega Sur,83.79,82.04,1.75,2.08%
2025-01-29,Producto Cuidado Personal 1,Cuidado Personal,Cuenca,Vendedor 1,Bodega Sur,82.98,86.38,3.4,4.09%
2025-01-29,Producto Alimentos 6,Alimentos,Quito,Vendedor 7,Bodega Principal,6.1,5.82,0.28,4.56%
2025-01-29,Producto Alimentos 6,Alimentos,Quito,Vendedor 1,Bodega Principal,14.64,14.4,0.24,1.64%
2025-01-29,Producto Cuidado Personal 2,Cuidado Personal,Manta,Vendedor 4,Bodega Principal,56.4,53.69,2.71,4.8%
2025-01-29,Producto Bebidas 3,Bebidas,Quito,Vendedor 3,Bodega Principal,5.04,5.27,0.23,4.65%
2025-01-29,Producto Bebidas 2,Bebidas,Guayaquil,Vendedor 3,Bodega Sur,15.12,15.37,0.25,1.69%
2025-01-30,Producto Alimentos 4,Alimentos,Guayaquil,Vendedor 6,Bodega Sur,38.44,37.15,1.29,3.35%
2025-01-30,Producto Alimentos 2,Alimentos,Guayaquil,Vendedor 3,Bodega Principal,24.48,24.64,0.16,0.66%
